key,representation,configuration,N,error,score,qualifies,score_status,n_raw,discrepancy_ratio,order,chart_id,chart,contract,catalogue_order,applicable,applicability_reason,tested_settings,catalogue_id,recommendation_order,display_selected,rank,optimal
WDBC__24,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__24,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__24,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
WDBC__25,Binned,bins_4,10.0,0.07641496862567165,98.24253075571178,True,qualifies,569,0.7104076192121825,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
WDBC__25,Binned,bins_4,10.0,0.07641496862567165,98.24253075571178,True,qualifies,569,0.7104076192121825,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
WDBC__25,Five-number,five_number,10.0,0.09807640449438215,98.24253075571178,True,qualifies,569,0.911787654576592,2.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,3.0,False,3.0,False
WDBC__25,Five-number,five_number,10.0,0.09807640449438215,98.24253075571178,True,qualifies,569,0.911787654576592,2.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,4.0,False,3.0,False
WDBC__25,Density,density_8,18.0,0.06519571753814618,96.8365553602812,True,qualifies,569,0.6061055224138983,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
WDBC__25,Observations,raw,569.0,0.0,0.0,True,qualifies,569,0.0,13.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
WDBC__25,Means,means,2.0,0.15191344524602282,0.0,False,does_not_qualify,569,1.4122948802375268,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
WDBC__25,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__25,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__25,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
WDBC__25,,,,,,,not_applicable,569,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
WDBC__25,,,,,,,not_applicable,569,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
WDBC__25,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__25,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__25,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
WDBC__26,Means,means,2.0,0.09011754990976684,99.64850615114236,True,qualifies,569,0.6892852829981586,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
WDBC__26,Means,means,2.0,0.09011754990976684,99.64850615114236,True,qualifies,569,0.6892852829981586,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
WDBC__26,Binned,bins_8,18.0,0.05325766710526317,96.8365553602812,True,qualifies,569,0.40735379711532177,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
WDBC__26,Binned,bins_8,18.0,0.05325766710526317,96.8365553602812,True,qualifies,569,0.40735379711532177,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
WDBC__26,Density,density_8,18.0,0.07636311886857194,96.8365553602812,True,qualifies,569,0.584081281089523,3.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
WDBC__26,Five-number,five_number,10.0,0.37292999999999976,0.0,False,does_not_qualify,569,2.8524428465475156,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
WDBC__26,Five-number,five_number,10.0,0.37292999999999976,0.0,False,does_not_qualify,569,2.8524428465475156,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
WDBC__26,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__26,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__26,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
WDBC__26,,,,,,,not_applicable,569,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
WDBC__26,,,,,,,not_applicable,569,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
WDBC__26,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__26,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__26,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
WDBC__27,Means,means,2.0,0.01899242647548738,99.64850615114236,True,qualifies,569,0.7356529028399295,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
WDBC__27,Means,means,2.0,0.01899242647548738,99.64850615114236,True,qualifies,569,0.7356529028399295,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
WDBC__27,Binned,bins_4,10.0,0.01840415909967641,98.24253075571178,True,qualifies,569,0.7128669463840805,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
WDBC__27,Binned,bins_4,10.0,0.01840415909967641,98.24253075571178,True,qualifies,569,0.7128669463840805,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
WDBC__27,Density,density_8,18.0,0.014141079266476148,96.8365553602812,True,qualifies,569,0.5477407547213243,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
WDBC__27,Five-number,five_number,10.0,0.052897000000000007,0.0,False,does_not_qualify,569,2.0489131102730864,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
WDBC__27,Five-number,five_number,10.0,0.052897000000000007,0.0,False,does_not_qualify,569,2.0489131102730864,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
WDBC__27,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__27,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__27,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
WDBC__27,,,,,,,not_applicable,569,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
WDBC__27,,,,,,,not_applicable,569,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
WDBC__27,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__27,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__27,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
WDBC__28,Binned,bins_8,18.0,0.017642447891074553,96.8365553602812,True,qualifies,569,0.33827773922616106,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
WDBC__28,Binned,bins_8,18.0,0.017642447891074553,96.8365553602812,True,qualifies,569,0.33827773922616106,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
WDBC__28,Density,density_8,18.0,0.023134813387629904,96.8365553602812,True,qualifies,569,0.4435888045981305,2.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,3.0,False,3.0,False
WDBC__28,Observations,raw,569.0,0.0,0.0,True,qualifies,569,0.0,11.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
WDBC__28,Five-number,five_number,10.0,0.07944170616113738,0.0,False,does_not_qualify,569,1.5232217732128874,13.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,5.0,False,5.0,False
WDBC__28,Five-number,five_number,10.0,0.07944170616113738,0.0,False,does_not_qualify,569,1.5232217732128874,13.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,6.0,False,5.0,False
WDBC__28,Means,means,2.0,0.08134402508300337,0.0,False,does_not_qualify,569,1.5596969918531267,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
WDBC__28,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__28,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__28,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
WDBC__28,,,,,,,not_applicable,569,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
WDBC__28,,,,,,,not_applicable,569,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
WDBC__28,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__28,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__28,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
WDBC__29,Means,means,2.0,0.012271895279841863,99.64850615114236,True,qualifies,569,0.9138173170100091,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
WDBC__29,Means,means,2.0,0.012271895279841863,99.64850615114236,True,qualifies,569,0.9138173170100091,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
WDBC__29,Binned,bins_4,10.0,0.010681580021873874,98.24253075571178,True,qualifies,569,0.7953957049364814,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
WDBC__29,Binned,bins_4,10.0,0.010681580021873874,98.24253075571178,True,qualifies,569,0.7953957049364814,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
WDBC__29,Density,density_8,18.0,0.008888406607676105,96.8365553602812,True,qualifies,569,0.6618684150656541,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
WDBC__29,Five-number,five_number,10.0,0.026733554502369666,0.0,False,does_not_qualify,569,1.9906937349461395,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
WDBC__29,Five-number,five_number,10.0,0.026733554502369666,0.0,False,does_not_qualify,569,1.9906937349461395,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
WDBC__29,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__29,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__29,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
WDBC__29,,,,,,,not_applicable,569,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
WDBC__29,,,,,,,not_applicable,569,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
WDBC__29,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__29,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__29,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Cleveland__00,Means,means,2.0,5.040533426917001,99.33993399339934,True,qualifies,303,0.8400889044861669,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
Cleveland__00,Means,means,2.0,5.040533426917001,99.33993399339934,True,qualifies,303,0.8400889044861669,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
Cleveland__00,Binned,bins_4,10.0,2.3276227696580847,96.69966996699671,True,qualifies,303,0.38793712827634746,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
Cleveland__00,Binned,bins_4,10.0,2.3276227696580847,96.69966996699671,True,qualifies,303,0.38793712827634746,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
Cleveland__00,Five-number,five_number,10.0,4.208588957055213,96.69966996699671,True,qualifies,303,0.7014314928425355,3.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,5.0,False,5.0,False
Cleveland__00,Five-number,five_number,10.0,4.208588957055213,96.69966996699671,True,qualifies,303,0.7014314928425355,3.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,6.0,False,5.0,False
Cleveland__00,Density,density_8,18.0,3.409722078175882,94.05940594059405,True,qualifies,303,0.5682870130293137,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
Cleveland__00,,,,,,,not_applicable,303,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Cleveland__00,,,,,,,not_applicable,303,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Cleveland__00,,,,,,,not_applicable,303,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Cleveland__00,,,,,,,not_applicable,303,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Cleveland__00,,,,,,,not_applicable,303,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Cleveland__00,,,,,,,not_applicable,303,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Cleveland__00,,,,,,,not_applicable,303,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Cleveland__00,,,,,,,not_applicable,303,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Cleveland__01,Means,means,2.0,9.130930038577844,99.33993399339934,True,qualifies,303,0.5808479668306529,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
Cleveland__01,Means,means,2.0,9.130930038577844,99.33993399339934,True,qualifies,303,0.5808479668306529,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
Cleveland__01,Binned,bins_4,10.0,7.1596342305037695,96.69966996699671,True,qualifies,303,0.45544747013382847,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
Cleveland__01,Binned,bins_4,10.0,7.1596342305037695,96.69966996699671,True,qualifies,303,0.45544747013382847,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
Cleveland__01,Five-number,five_number,10.0,7.65217391304347,96.69966996699671,True,qualifies,303,0.48677951100785527,3.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,5.0,False,5.0,False
Cleveland__01,Five-number,five_number,10.0,7.65217391304347,96.69966996699671,True,qualifies,303,0.48677951100785527,3.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,6.0,False,5.0,False
Cleveland__01,Density,density_8,18.0,5.2632417875778685,94.05940594059405,True,qualifies,303,0.3348118185482111,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
Cleveland__01,,,,,,,not_applicable,303,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Cleveland__01,,,,,,,not_applicable,303,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Cleveland__01,,,,,,,not_applicable,303,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Cleveland__01,,,,,,,not_applicable,303,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Cleveland__01,,,,,,,not_applicable,303,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Cleveland__01,,,,,,,not_applicable,303,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Cleveland__01,,,,,,,not_applicable,303,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Cleveland__01,,,,,,,not_applicable,303,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Cleveland__02,Means,means,2.0,15.269358850141543,99.33993399339934,True,qualifies,303,0.44001659938106663,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
Cleveland__02,Means,means,2.0,15.269358850141543,99.33993399339934,True,qualifies,303,0.44001659938106663,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
Cleveland__02,Binned,bins_4,10.0,13.792514688220223,96.69966996699671,True,qualifies,303,0.39745843093914957,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
Cleveland__02,Binned,bins_4,10.0,13.792514688220223,96.69966996699671,True,qualifies,303,0.39745843093914957,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
Cleveland__02,Density,density_8,18.0,21.829637442102182,94.05940594059405,True,qualifies,303,0.6290639264730076,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
Cleveland__02,Five-number,five_number,10.0,126.35000000000002,0.0,False,does_not_qualify,303,3.6410236917892864,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Cleveland__02,Five-number,five_number,10.0,126.35000000000002,0.0,False,does_not_qualify,303,3.6410236917892864,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Cleveland__02,,,,,,,not_applicable,303,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Cleveland__02,,,,,,,not_applicable,303,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Cleveland__02,,,,,,,not_applicable,303,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Cleveland__02,,,,,,,not_applicable,303,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Cleveland__02,,,,,,,not_applicable,303,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Cleveland__02,,,,,,,not_applicable,303,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Cleveland__02,,,,,,,not_applicable,303,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Cleveland__02,,,,,,,not_applicable,303,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Cleveland__03,Means,means,2.0,8.868674086617276,99.33993399339934,True,qualifies,303,0.5542921304135797,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
Cleveland__03,Means,means,2.0,8.868674086617276,99.33993399339934,True,qualifies,303,0.5542921304135797,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
Cleveland__03,Five-number,five_number,10.0,7.043478260869577,96.69966996699671,True,qualifies,303,0.44021739130434856,2.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,3.0,False,3.0,False
Cleveland__03,Five-number,five_number,10.0,7.043478260869577,96.69966996699671,True,qualifies,303,0.44021739130434856,2.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,4.0,False,3.0,False
Cleveland__03,Binned,bins_4,10.0,12.550908447380834,96.69966996699671,True,qualifies,303,0.7844317779613021,3.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,5.0,False,5.0,False
Cleveland__03,Binned,bins_4,10.0,12.550908447380834,96.69966996699671,True,qualifies,303,0.7844317779613021,3.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,6.0,False,5.0,False
Cleveland__03,Density,density_8,18.0,8.673578480641396,94.05940594059405,True,qualifies,303,0.5420986550400873,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
Cleveland__03,,,,,,,not_applicable,303,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Cleveland__03,,,,,,,not_applicable,303,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Cleveland__03,,,,,,,not_applicable,303,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Cleveland__03,,,,,,,not_applicable,303,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Cleveland__03,,,,,,,not_applicable,303,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Cleveland__03,,,,,,,not_applicable,303,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Cleveland__03,,,,,,,not_applicable,303,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Cleveland__03,,,,,,,not_applicable,303,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Cleveland__04,Five-number,five_number,10.0,0.3985507246376812,96.69966996699671,True,qualifies,303,0.4981884057971015,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
Cleveland__04,Five-number,five_number,10.0,0.3985507246376812,96.69966996699671,True,qualifies,303,0.4981884057971015,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
