record,participant,time_s,hr_5s
s2_walk,s2,272.5,83.02702702702703
s2_walk,s2,277.5,85.33333333333333
s2_walk,s2,282.5,87.77142857142857
s2_walk,s2,287.5,85.097605893186
s2_walk,s2,292.5,83.93442622950819
s2_walk,s2,297.5,85.81005586592178
s2_walk,s2,302.5,85.81005586592178
s2_walk,s2,307.5,86.29213483146067
s2_walk,s2,312.5,87.53913099954536
s2_walk,s2,317.5,81.70443935149817
s2_walk,s2,322.5,81.26984126984127
s2_walk,s2,327.5,83.02702702702703
s2_walk,s2,332.5,85.33333333333333
s2_walk,s2,337.5,84.86187845303867
s2_walk,s2,342.5,90.0949497729462
s2_walk,s2,347.5,88.27586206896552
s2_walk,s2,352.5,88.78612716763006
s2_walk,s2,357.5,87.52207792207793
s2_walk,s2,362.5,89.30232558139535
s2_walk,s2,367.5,91.43181093434433
s2_walk,s2,372.5,89.56344349245205
s2_walk,s2,377.5,89.30232558139535
s2_walk,s2,382.5,87.52776154295734
s2_walk,s2,387.5,91.42857142857143
s2_walk,s2,392.5,87.27272727272727
s2_walk,s2,397.5,86.05109534869123
s3_high_resistance_bike,s3,2.5,109.32522796352583
s3_high_resistance_bike,s3,7.5,114.6268656716418
s3_high_resistance_bike,s3,12.5,118.15384615384616
s3_high_resistance_bike,s3,17.5,121.42482189726283
s3_high_resistance_bike,s3,22.5,120.4724409448819
s3_high_resistance_bike,s3,27.5,122.39238095238095
s3_high_resistance_bike,s3,32.5,121.9047619047619
s3_high_resistance_bike,s3,37.5,122.39238095238095
s3_high_resistance_bike,s3,42.5,124.8780487804878
s3_high_resistance_bike,s3,47.5,120.4724409448819
s3_high_resistance_bike,s3,52.5,124.8780487804878
s3_high_resistance_bike,s3,57.5,128.0
s3_high_resistance_bike,s3,62.5,128.53781512605042
s3_high_resistance_bike,s3,67.5,128.0
s3_high_resistance_bike,s3,72.5,130.16949152542372
s3_high_resistance_bike,s3,77.5,130.16949152542372
s3_high_resistance_bike,s3,82.5,127.47107438016529
s3_high_resistance_bike,s3,87.5,133.56521739130434
s3_high_resistance_bike,s3,92.5,133.56521739130434
s3_high_resistance_bike,s3,97.5,124.8780487804878
s3_high_resistance_bike,s3,102.5,120.94488188976378
s3_high_resistance_bike,s3,107.5,126.94214876033058
s3_high_resistance_bike,s3,112.5,125.90163934426229
s3_high_resistance_bike,s3,117.5,126.94214876033058
s3_high_resistance_bike,s3,122.5,128.0
s3_high_resistance_bike,s3,127.5,129.07563025210084
s3_high_resistance_bike,s3,132.5,128.0
s3_high_resistance_bike,s3,137.5,123.87096774193549
s3_high_resistance_bike,s3,142.5,128.0
s3_high_resistance_bike,s3,147.5,131.28205128205127
s3_high_resistance_bike,s3,152.5,128.53781512605042
s3_high_resistance_bike,s3,157.5,129.07563025210084
s3_high_resistance_bike,s3,162.5,126.94214876033058
s3_high_resistance_bike,s3,167.5,122.39238095238095
s3_high_resistance_bike,s3,172.5,124.37450826121164
s3_high_resistance_bike,s3,177.5,125.90163934426229
s3_high_resistance_bike,s3,182.5,128.0
s3_high_resistance_bike,s3,187.5,125.90163934426229
s3_high_resistance_bike,s3,192.5,128.0
s3_high_resistance_bike,s3,197.5,129.62256088876228
s3_high_resistance_bike,s3,202.5,132.41379310344828
s3_high_resistance_bike,s3,207.5,132.98950524737631
s3_high_resistance_bike,s3,212.5,127.47107438016529
s3_high_resistance_bike,s3,217.5,129.07563025210084
s3_high_resistance_bike,s3,222.5,130.16949152542372
s3_high_resistance_bike,s3,227.5,125.91009877040919
s3_high_resistance_bike,s3,232.5,129.07563025210084
s3_high_resistance_bike,s3,237.5,130.16949152542372
s3_high_resistance_bike,s3,242.5,128.0
s3_high_resistance_bike,s3,247.5,126.94214876033058
s3_high_resistance_bike,s3,252.5,129.07563025210084
s3_high_resistance_bike,s3,257.5,128.0
s3_high_resistance_bike,s3,262.5,131.28205128205127
s3_high_resistance_bike,s3,267.5,131.28205128205127
s3_high_resistance_bike,s3,272.5,134.15102974828375
s3_high_resistance_bike,s3,277.5,137.14285714285714
s3_high_resistance_bike,s3,282.5,130.16949152542372
s3_low_resistance_bike,s3,2.5,97.8343949044586
s3_low_resistance_bike,s3,7.5,103.08724832214764
s3_low_resistance_bike,s3,12.5,99.41851696690406
s3_low_resistance_bike,s3,17.5,103.10582511150156
s3_low_resistance_bike,s3,22.5,105.20547945205479
s3_low_resistance_bike,s3,27.5,105.20547945205479
s3_low_resistance_bike,s3,32.5,108.93617021276596
s3_low_resistance_bike,s3,37.5,105.93103448275862
s3_low_resistance_bike,s3,42.5,107.41258741258741
s3_low_resistance_bike,s3,47.5,105.20547945205479
s3_low_resistance_bike,s3,52.5,106.66666666666667
s3_low_resistance_bike,s3,57.5,106.66666666666667
s3_low_resistance_bike,s3,62.5,108.16901408450704
s3_low_resistance_bike,s3,67.5,108.16901408450704
s3_low_resistance_bike,s3,72.5,105.20547945205479
s3_low_resistance_bike,s3,77.5,108.93617021276596
s3_low_resistance_bike,s3,82.5,108.16901408450704
s3_low_resistance_bike,s3,87.5,111.30434782608695
s3_low_resistance_bike,s3,92.5,106.66666666666667
s3_low_resistance_bike,s3,97.5,106.66666666666667
s3_low_resistance_bike,s3,102.5,109.71428571428571
s3_low_resistance_bike,s3,107.5,107.41258741258741
s3_low_resistance_bike,s3,112.5,114.6268656716418
s3_low_resistance_bike,s3,117.5,108.93617021276596
s3_low_resistance_bike,s3,122.5,106.66666666666667
s3_low_resistance_bike,s3,127.5,105.56825696740671
s3_low_resistance_bike,s3,132.5,105.93103448275862
s3_low_resistance_bike,s3,137.5,105.20547945205479
s3_low_resistance_bike,s3,142.5,106.66666666666667
s3_low_resistance_bike,s3,147.5,107.41258741258741
s3_low_resistance_bike,s3,152.5,103.78378378378379
s3_low_resistance_bike,s3,157.5,108.93617021276596
s3_low_resistance_bike,s3,162.5,106.66666666666667
s3_low_resistance_bike,s3,167.5,112.94117647058823
s3_low_resistance_bike,s3,172.5,110.50359712230215
s3_low_resistance_bike,s3,177.5,110.50359712230215
s3_low_resistance_bike,s3,182.5,107.41258741258741
s3_low_resistance_bike,s3,187.5,109.71428571428571
s3_low_resistance_bike,s3,192.5,106.66666666666667
s3_low_resistance_bike,s3,197.5,108.93617021276596
s3_low_resistance_bike,s3,202.5,108.93617021276596
s3_low_resistance_bike,s3,207.5,105.93103448275862
s3_low_resistance_bike,s3,212.5,106.29885057471265
s3_low_resistance_bike,s3,217.5,105.20547945205479
s3_low_resistance_bike,s3,222.5,108.16901408450704
s3_low_resistance_bike,s3,227.5,111.30434782608695
s3_low_resistance_bike,s3,232.5,109.32522796352583
s3_low_resistance_bike,s3,237.5,112.94117647058823
s3_low_resistance_bike,s3,242.5,112.94728304947283
s3_low_resistance_bike,s3,247.5,112.94728304947283
s3_low_resistance_bike,s3,252.5,111.30434782608695
s3_low_resistance_bike,s3,257.5,107.41258741258741
s3_low_resistance_bike,s3,262.5,108.93617021276596
s3_low_resistance_bike,s3,267.5,105.93103448275862
s3_low_resistance_bike,s3,272.5,111.30434782608695
s3_low_resistance_bike,s3,277.5,110.50359712230215
s3_low_resistance_bike,s3,282.5,110.90397247419455
s3_low_resistance_bike,s3,287.5,108.16901408450704
s3_low_resistance_bike,s3,292.5,109.71428571428571
s3_run,s3,2.5,97.8343949044586
s3_run,s3,7.5,98.77915632754343
s3_run,s3,12.5,110.50359712230215
s3_run,s3,17.5,108.16901408450704
s3_run,s3,22.5,108.16901408450704
s3_run,s3,27.5,110.50359712230215
s3_run,s3,32.5,110.90397247419455
s3_run,s3,37.5,112.11678832116789
s3_run,s3,42.5,111.30434782608695
s3_run,s3,47.5,110.50359712230215
s3_run,s3,52.5,108.93617021276596
s3_run,s3,57.5,108.93617021276596
s3_run,s3,62.5,109.71428571428571
s3_run,s3,67.5,112.11678832116789
s3_run,s3,72.5,112.11678832116789
s3_run,s3,77.5,111.71056807362743
s3_run,s3,82.5,107.41258741258741
s3_run,s3,87.5,108.93617021276596
s3_run,s3,92.5,112.11678832116789
s3_run,s3,97.5,115.92617908407382
s3_run,s3,102.5,113.77777777777777
s3_run,s3,107.5,112.11678832116789
s3_run,s3,112.5,107.41258741258741
s3_run,s3,117.5,110.50359712230215
s3_run,s3,122.5,105.93103448275862
s3_run,s3,127.5,106.66666666666667
s3_run,s3,132.5,108.16901408450704
s3_run,s3,137.5,107.41258741258741
s3_run,s3,142.5,107.41258741258741
s3_run,s3,147.5,112.11678832116789
s3_run,s3,152.5,109.32522796352583
s3_run,s3,157.5,112.11678832116789
s3_run,s3,162.5,115.05779373807653
s3_run,s3,167.5,112.94117647058823
s3_run,s3,172.5,110.50359712230215
s3_run,s3,177.5,107.41258741258741
s3_run,s3,182.5,110.50359712230215
s3_run,s3,187.5,111.30434782608695
s3_run,s3,192.5,112.11678832116789
s3_run,s3,197.5,110.50359712230215
s3_run,s3,202.5,111.30434782608695
s3_run,s3,207.5,110.50359712230215
s3_run,s3,212.5,114.6268656716418
s3_run,s3,217.5,109.71428571428571
s3_run,s3,222.5,112.11678832116789
s3_run,s3,227.5,111.30434782608695
s3_run,s3,232.5,110.50359712230215
s3_run,s3,237.5,111.30434782608695
s3_run,s3,242.5,112.11678832116789
s3_run,s3,247.5,112.11678832116789
s3_run,s3,252.5,114.20232172470978
s3_run,s3,257.5,111.30434782608695
s3_run,s3,262.5,112.11678832116789
s3_run,s3,267.5,110.50359712230215
s3_run,s3,272.5,110.10894141829394
s3_run,s3,277.5,112.94117647058823
s3_run,s3,282.5,113.77777777777777
s3_run,s3,287.5,109.71428571428571
s3_run,s3,292.5,113.77777777777777
s3_run,s3,297.5,108.16901408450704
s3_run,s3,302.5,108.16901408450704
s3_run,s3,307.5,111.72238679644519
s3_walk,s3,7.5,99.13391072618255
s3_walk,s3,12.5,89.82456140350877
s3_walk,s3,17.5,97.8343949044586
s3_walk,s3,22.5,92.53012048192771
s3_walk,s3,27.5,99.09677419354838
s3_walk,s3,32.5,96.30188679245283
s3_walk,s3,37.5,100.06620830150243
s3_walk,s3,42.5,96.60377358490567
s3_walk,s3,47.5,99.10089910089911
s3_walk,s3,52.5,95.4074074074074
s3_walk,s3,57.5,105.20547945205479
s3_walk,s3,62.5,99.09677419354838
s3_walk,s3,67.5,98.77915632754343
s3_walk,s3,72.5,97.21518987341773
s3_walk,s3,77.5,99.09677419354838
s3_walk,s3,82.5,95.11656441717791
s3_walk,s3,87.5,94.23312883435582
s3_walk,s3,92.5,96.0
s3_walk,s3,97.5,98.46153846153847
s3_walk,s3,102.5,98.46153846153847
s3_walk,s3,107.5,98.46153846153847
s3_walk,s3,112.5,97.8343949044586
s3_walk,s3,117.5,105.20547945205479
s3_walk,s3,122.5,97.21518987341773
s3_walk,s3,127.5,91.70230966638152
s3_walk,s3,132.5,90.88757396449704
s3_walk,s3,137.5,90.0949497729462
s3_walk,s3,142.5,97.52479238893817
s3_walk,s3,147.5,93.09432853364677
s3_walk,s3,152.5,101.05263157894737
s3_walk,s3,157.5,92.53347849755036
s3_walk,s3,162.5,100.73105702244774
s3_walk,s3,167.5,97.53265602322207
s3_walk,s3,172.5,99.09677419354838
s3_walk,s3,177.5,101.39607843137256
s3_walk,s3,182.5,99.11327588360186
s3_walk,s3,187.5,98.77915632754343
s3_walk,s3,192.5,97.8343949044586
s3_walk,s3,197.5,99.41851696690406
s3_walk,s3,202.5,99.09677419354838
s3_walk,s3,207.5,100.72239422084624
s3_walk,s3,212.5,98.46153846153847
s3_walk,s3,217.5,100.07470288624788
s3_walk,s3,222.5,93.0909090909091
s3_walk,s3,227.5,96.60377358490567
s3_walk,s3,232.5,97.8343949044586
s3_walk,s3,237.5,96.30945829074614
s3_walk,s3,242.5,98.15598203348306
s3_walk,s3,247.5,99.09677419354838
s3_walk,s3,252.5,99.74025974025975
s3_walk,s3,257.5,99.74025974025975
s3_walk,s3,262.5,98.77915632754343
s3_walk,s3,267.5,99.09677419354838
s3_walk,s3,272.5,95.40372670807453
s3_walk,s3,277.5,102.06092715231787
s3_walk,s3,282.5,102.4
s3_walk,s3,287.5,97.21518987341773
s4_run,s4,2.5,177.57818765036086
s4_run,s4,7.5,175.54858934169278
s4_run,s4,12.5,178.6046511627907
s4_run,s4,17.5,180.7058823529412
s4_run,s4,22.5,178.6046511627907
s4_run,s4,27.5,178.6046511627907
s4_run,s4,32.5,168.7912087912088
s4_run,s4,37.5,185.08710801393727
s4_run,s4,42.5,176.55172413793105
s4_run,s4,47.5,178.6046511627907
s4_run,s4,52.5,169.72893772893772
s4_run,s4,57.5,178.6046511627907
s4_run,s4,62.5,180.7058823529412
s4_run,s4,67.5,180.7058823529412
s4_run,s4,72.5,178.6046511627907
s4_run,s4,77.5,176.55172413793105
s4_run,s4,82.5,176.55172413793105
s4_run,s4,87.5,182.85714285714286
s4_run,s4,92.5,176.55172413793105
s4_run,s4,97.5,173.56486210418794
s4_run,s4,102.5,178.6046511627907
s4_run,s4,107.5,174.54545454545453
s4_run,s4,112.5,177.57818765036086
s4_run,s4,117.5,172.58426966292134
s4_run,s4,122.5,174.54545454545453
s4_run,s4,127.5,178.6046511627907
s4_run,s4,132.5,178.6046511627907
s4_run,s4,137.5,175.54858934169278
s4_run,s4,142.5,172.58426966292134
s4_run,s4,147.5,172.58426966292134
s4_run,s4,152.5,174.54545454545453
s4_run,s4,157.5,174.54545454545453
s4_run,s4,162.5,178.6046511627907
s4_run,s4,167.5,178.6046511627907
s4_run,s4,172.5,180.7058823529412
s4_run,s4,177.5,169.72893772893772
s4_run,s4,182.5,169.72893772893772
s4_run,s4,187.5,170.66666666666666
s4_run,s4,192.5,170.66666666666666
s4_run,s4,197.5,165.16129032258064
s4_run,s4,202.5,170.66666666666666
s4_run,s4,207.5,166.05890603085555
s4_run,s4,212.5,167.91397849462365
s4_run,s4,217.5,170.66666666666666
s4_run,s4,222.5,168.7912087912088
s4_run,s4,227.5,170.66666666666666
s4_run,s4,232.5,171.625468164794
s4_run,s4,237.5,172.58426966292134
s4_run,s4,242.5,168.7912087912088
s4_run,s4,247.5,169.72893772893772
s4_run,s4,252.5,171.66833166833166
s4_run,s4,257.5,168.7912087912088
s4_run,s4,262.5,174.56799690042618
s4_run,s4,267.5,170.66666666666666
s4_run,s4,272.5,172.58426966292134
s4_run,s4,277.5,172.58426966292134
s4_run,s4,282.5,173.56486210418794
s4_run,s4,287.5,173.56486210418794
s4_run,s4,292.5,168.7912087912088
s5_low_resistance_bike,s5,2.5,112.94117647058823
s5_low_resistance_bike,s5,7.5,115.93938703429419
s5_low_resistance_bike,s5,12.5,118.15384615384616
s5_low_resistance_bike,s5,17.5,121.42482189726283
s5_low_resistance_bike,s5,22.5,120.94488188976378
s5_low_resistance_bike,s5,27.5,115.48872180451127
s5_low_resistance_bike,s5,32.5,116.80777238029145
s5_low_resistance_bike,s5,37.5,120.02930402930403
s5_low_resistance_bike,s5,42.5,120.11730205278593
s5_low_resistance_bike,s5,47.5,115.51484308736217
s5_low_resistance_bike,s5,52.5,123.37548387096774
s5_low_resistance_bike,s5,57.5,122.88786482334869
s5_low_resistance_bike,s5,62.5,124.37450826121164
s5_low_resistance_bike,s5,67.5,122.88
s5_low_resistance_bike,s5,72.5,125.90163934426229
s5_low_resistance_bike,s5,77.5,119.06976744186046
s5_low_resistance_bike,s5,82.5,119.06976744186046
s5_low_resistance_bike,s5,87.5,118.61180679785332
s5_low_resistance_bike,s5,92.5,122.88
s5_low_resistance_bike,s5,97.5,120.4724409448819
s5_low_resistance_bike,s5,102.5,121.9124409448819
s5_low_resistance_bike,s5,107.5,123.87096774193549
s5_low_resistance_bike,s5,112.5,124.37450826121164
s5_low_resistance_bike,s5,117.5,123.87096774193549
s5_low_resistance_bike,s5,122.5,122.39238095238095
s5_low_resistance_bike,s5,127.5,121.9047619047619
s5_low_resistance_bike,s5,132.5,124.37450826121164
s5_low_resistance_bike,s5,137.5,125.38984406237505
s5_low_resistance_bike,s5,142.5,123.87096774193549
s5_low_resistance_bike,s5,147.5,122.40792481584964
s5_low_resistance_bike,s5,152.5,125.90163934426229
s5_low_resistance_bike,s5,157.5,124.8780487804878
s5_low_resistance_bike,s5,162.5,124.8780487804878
s5_low_resistance_bike,s5,167.5,126.94214876033058
s5_low_resistance_bike,s5,172.5,126.42189405229644
s5_low_resistance_bike,s5,177.5,126.94214876033058
s5_low_resistance_bike,s5,182.5,127.47107438016529
s5_low_resistance_bike,s5,187.5,124.8780487804878
s5_low_resistance_bike,s5,192.5,125.38984406237505
s5_low_resistance_bike,s5,197.5,124.8780487804878
s5_low_resistance_bike,s5,202.5,129.07563025210084
s5_low_resistance_bike,s5,207.5,130.16949152542372
s5_low_resistance_bike,s5,212.5,128.0
s5_low_resistance_bike,s5,217.5,126.94214876033058
s5_low_resistance_bike,s5,222.5,125.38984406237505
s5_low_resistance_bike,s5,227.5,126.94214876033058
s5_low_resistance_bike,s5,232.5,129.07563025210084
s5_low_resistance_bike,s5,237.5,125.90163934426229
s5_low_resistance_bike,s5,242.5,126.94214876033058
s5_low_resistance_bike,s5,247.5,126.94214876033058
s5_low_resistance_bike,s5,252.5,128.0
s5_low_resistance_bike,s5,257.5,125.90163934426229
s5_low_resistance_bike,s5,262.5,126.94214876033058
s5_low_resistance_bike,s5,267.5,128.53781512605042
s5_low_resistance_bike,s5,272.5,128.0
s5_low_resistance_bike,s5,277.5,126.42189405229644
s5_run,s5,2.5,121.9047619047619
s5_run,s5,7.5,123.37548387096774
s5_run,s5,12.5,121.9124409448819
s5_run,s5,17.5,125.90163934426229
s5_run,s5,22.5,119.53488372093022
s5_run,s5,27.5,121.9047619047619
s5_run,s5,32.5,126.94214876033058
s5_run,s5,37.5,122.88
s5_run,s5,42.5,119.07692307692308
s5_run,s5,47.5,124.8780487804878
s5_run,s5,52.5,129.07563025210084
s5_run,s5,57.5,121.9047619047619
s5_run,s5,62.5,125.90163934426229
s5_run,s5,67.5,124.8780487804878
s5_run,s5,72.5,125.90163934426229
s5_run,s5,77.5,119.53488372093022
s5_run,s5,82.5,122.88
s5_run,s5,87.5,120.94488188976378
s5_run,s5,92.5,122.39238095238095
s5_run,s5,97.5,118.61180679785332
s5_run,s5,102.5,120.00732466581212
s5_run,s5,107.5,118.15384615384616
s5_run,s5,112.5,125.90163934426229
s5_run,s5,117.5,123.37548387096774
s5_run,s5,122.5,121.9047619047619
s5_run,s5,127.5,120.94488188976378
s5_run,s5,132.5,122.39238095238095
s5_run,s5,137.5,125.90163934426229
s5_run,s5,142.5,122.88
s5_run,s5,147.5,123.87096774193549
s5_run,s5,152.5,124.8780487804878
s5_run,s5,157.5,124.8780487804878
s5_run,s5,162.5,124.37450826121164
s5_run,s5,167.5,126.94214876033058
s5_run,s5,172.5,129.07563025210084
s5_run,s5,177.5,125.90163934426229
s5_run,s5,182.5,121.9047619047619
s5_run,s5,187.5,126.94214876033058
s5_run,s5,192.5,124.37450826121164
s5_run,s5,197.5,129.07563025210084
s5_run,s5,202.5,125.91009877040919
s5_run,s5,207.5,126.94214876033058
s5_run,s5,212.5,128.0
s5_run,s5,217.5,123.87096774193549
s5_run,s5,222.5,122.39238095238095
s5_run,s5,227.5,126.94214876033058
s5_run,s5,232.5,125.90163934426229
s5_run,s5,237.5,123.87096774193549
s5_run,s5,242.5,125.90163934426229
s5_run,s5,247.5,125.38984406237505
s5_run,s5,252.5,132.98950524737631
s5_run,s5,257.5,128.53781512605042
s5_run,s5,262.5,128.0
s5_run,s5,267.5,131.28205128205127
s5_run,s5,272.5,126.95081967213115
s5_run,s5,277.5,129.07563025210084
s5_run,s5,282.5,129.07563025210084
s5_run,s5,287.5,126.94214876033058
s5_run,s5,292.5,128.0
s5_run,s5,297.5,130.16949152542372
s5_run,s5,302.5,131.28205128205127
s5_run,s5,307.5,127.47107438016529
s6_low_resistance_bike,s6,2.5,92.53012048192771
s6_low_resistance_bike,s6,7.5,94.52397182458532
s6_low_resistance_bike,s6,12.5,95.10927076144466
s6_low_resistance_bike,s6,17.5,100.39644565960356
s6_low_resistance_bike,s6,22.5,101.05263157894737
s6_low_resistance_bike,s6,27.5,112.94117647058823
s6_low_resistance_bike,s6,32.5,107.41258741258741
s6_low_resistance_bike,s6,37.5,111.30434782608695
s6_low_resistance_bike,s6,42.5,110.12025901942646
s6_low_resistance_bike,s6,47.5,108.16901408450704
s6_low_resistance_bike,s6,52.5,107.41784037558685
s6_low_resistance_bike,s6,57.5,108.16901408450704
s6_low_resistance_bike,s6,62.5,111.30434782608695
s6_low_resistance_bike,s6,67.5,108.16901408450704
s6_low_resistance_bike,s6,72.5,112.11678832116789
s6_low_resistance_bike,s6,77.5,112.94728304947283
s6_low_resistance_bike,s6,82.5,115.48872180451127
s6_low_resistance_bike,s6,87.5,117.70287727539636
s6_low_resistance_bike,s6,92.5,113.77777777777777
s6_low_resistance_bike,s6,97.5,114.20232172470978
s6_low_resistance_bike,s6,102.5,112.94117647058823
s6_low_resistance_bike,s6,107.5,112.11678832116789
s6_low_resistance_bike,s6,112.5,112.11678832116789
s6_low_resistance_bike,s6,117.5,112.11678832116789
s6_low_resistance_bike,s6,122.5,113.77777777777777
s6_low_resistance_bike,s6,127.5,116.36363636363636
s6_low_resistance_bike,s6,132.5,115.48872180451127
s6_low_resistance_bike,s6,137.5,117.70287727539636
s6_low_resistance_bike,s6,142.5,120.0
s6_low_resistance_bike,s6,147.5,118.15384615384616
s6_low_resistance_bike,s6,152.5,116.36363636363636
s6_low_resistance_bike,s6,157.5,116.37031510072892
s6_low_resistance_bike,s6,162.5,117.25190839694656
s6_low_resistance_bike,s6,167.5,115.92617908407382
s6_low_resistance_bike,s6,172.5,121.9047619047619
s6_low_resistance_bike,s6,177.5,121.9047619047619
s6_low_resistance_bike,s6,182.5,119.06976744186046
s6_low_resistance_bike,s6,187.5,119.53488372093022
s6_low_resistance_bike,s6,192.5,119.06976744186046
s6_low_resistance_bike,s6,197.5,119.53488372093022
s6_low_resistance_bike,s6,202.5,118.61180679785332
s6_low_resistance_bike,s6,207.5,118.15384615384616
s6_low_resistance_bike,s6,212.5,118.15384615384616
s6_low_resistance_bike,s6,217.5,116.36363636363636
s6_low_resistance_bike,s6,222.5,119.06976744186046
s6_low_resistance_bike,s6,227.5,117.25190839694656
s6_low_resistance_bike,s6,232.5,120.0
s6_low_resistance_bike,s6,237.5,120.94488188976378
s6_low_resistance_bike,s6,242.5,120.0
s6_low_resistance_bike,s6,247.5,120.0
s6_low_resistance_bike,s6,252.5,120.0
s6_low_resistance_bike,s6,257.5,121.9047619047619
s6_low_resistance_bike,s6,262.5,120.4724409448819
s6_low_resistance_bike,s6,267.5,121.9047619047619
s6_low_resistance_bike,s6,272.5,120.0
s6_low_resistance_bike,s6,277.5,123.87096774193549
s6_run,s6,2.5,86.05109534869123
s6_run,s6,7.5,83.02702702702703
s6_run,s6,12.5,86.77966101694915
s6_run,s6,17.5,83.47826086956522
s6_run,s6,22.5,89.82763337893297
s6_run,s6,27.5,91.97604790419162
s6_run,s6,32.5,91.70230966638152
s6_run,s6,37.5,95.04660045836516
s6_run,s6,42.5,99.41851696690406
s6_run,s6,47.5,91.15807269653423
s6_run,s6,52.5,93.65853658536585
s6_run,s6,57.5,92.53012048192771
s6_run,s6,62.5,96.00375014649009
s6_run,s6,67.5,93.38162465814176
s6_run,s6,72.5,90.88757396449704
s6_run,s6,77.5,94.52397182458532
s6_run,s6,82.5,93.09432853364677
s6_run,s6,87.5,100.07470288624788
s6_run,s6,92.5,97.21518987341773
s6_run,s6,97.5,99.09677419354838
s6_run,s6,102.5,91.97604790419162
s6_run,s6,107.5,101.72185430463576
s6_run,s6,112.5,91.97604790419162
s6_run,s6,117.5,96.0
s6_run,s6,122.5,95.10927076144466
s6_run,s6,127.5,102.4
s6_run,s6,132.5,96.32460485963671
s6_run,s6,137.5,91.97604790419162
s6_run,s6,142.5,96.60377358490567
s6_run,s6,147.5,91.42857142857143
s6_run,s6,152.5,93.66201896263246
s6_run,s6,157.5,96.9094817291617
s6_run,s6,162.5,95.72415935388678
s6_run,s6,167.5,97.52479238893817
s6_run,s6,172.5,93.0909090909091
s6_run,s6,177.5,100.3921568627451
s6_run,s6,182.5,93.0909090909091
s6_run,s6,187.5,99.09677419354838
s6_run,s6,192.5,89.82456140350877
s6_run,s6,197.5,91.97934595524957
s6_run,s6,202.5,93.37472283813747
s6_run,s6,207.5,93.65853658536585
s6_run,s6,212.5,95.70186335403727
s6_run,s6,217.5,97.8343949044586
s6_run,s6,222.5,102.06092715231787
s6_run,s6,227.5,104.48979591836735
s6_run,s6,232.5,100.7483870967742
s6_run,s6,237.5,100.07470288624788
s6_run,s6,242.5,94.23312883435582
s6_run,s6,247.5,98.46153846153847
s6_run,s6,252.5,97.52479238893817
s6_run,s6,257.5,97.83836416747809
s6_run,s6,262.5,97.52479238893817
s6_run,s6,267.5,95.10927076144466
s6_run,s6,272.5,96.9094817291617
s6_run,s6,277.5,98.14796668299854
s6_run,s6,282.5,89.82456140350877
s6_run,s6,287.5,99.74446552814675
s6_run,s6,292.5,92.53012048192771
s6_run,s6,297.5,95.40372670807453
s6_run,s6,302.5,91.97934595524957
s6_walk,s6,2.5,85.1028301307631
s6_walk,s6,7.5,88.27586206896552
s6_walk,s6,12.5,88.78612716763006
s6_walk,s6,17.5,89.30534428556942
s6_walk,s6,22.5,90.3529411764706
s6_walk,s6,27.5,91.97604790419162
s6_walk,s6,32.5,91.43181093434433
s6_walk,s6,37.5,90.3529411764706
s6_walk,s6,42.5,91.97604790419162
s6_walk,s6,47.5,91.42857142857143
s6_walk,s6,52.5,90.88757396449704
s6_walk,s6,57.5,97.23076923076923
s6_walk,s6,62.5,97.8343949044586
s6_walk,s6,67.5,89.30534428556942
s6_walk,s6,72.5,91.97604790419162
s6_walk,s6,77.5,93.96692359500112
s6_walk,s6,82.5,90.6265664160401
s6_walk,s6,87.5,95.10927076144466
s6_walk,s6,92.5,91.42857142857143
s6_walk,s6,97.5,95.11656441717791
s6_walk,s6,102.5,93.94583270986084
s6_walk,s6,107.5,93.66201896263246
s6_walk,s6,112.5,94.23667570009033
s6_walk,s6,117.5,92.53012048192771
s6_walk,s6,122.5,94.81481481481481
s6_walk,s6,127.5,92.25308419305966
s6_walk,s6,132.5,88.78612716763006
s6_walk,s6,137.5,89.82456140350877
s6_walk,s6,142.5,90.3529411764706
s6_walk,s6,147.5,92.27305527493144
s6_walk,s6,152.5,93.39543135950322
s6_walk,s6,157.5,89.30232558139535
s6_walk,s6,162.5,93.0909090909091
s6_walk,s6,167.5,90.89075630252101
s6_walk,s6,172.5,95.40372670807453
s6_walk,s6,177.5,92.53012048192771
s6_walk,s6,182.5,90.62025757048382
s6_walk,s6,187.5,92.25308419305966
s6_walk,s6,192.5,95.40372670807453
s6_walk,s6,197.5,92.53012048192771
s6_walk,s6,202.5,91.97934595524957
s6_walk,s6,207.5,91.15807269653423
s6_walk,s6,212.5,89.82456140350877
s6_walk,s6,217.5,89.82456140350877
s6_walk,s6,222.5,88.79799498746867
s6_walk,s6,227.5,92.8105147864184
s6_walk,s6,232.5,88.78612716763006
s6_walk,s6,237.5,89.30232558139535
s6_walk,s6,242.5,92.53012048192771
s6_walk,s6,247.5,86.77966101694915
s6_walk,s6,252.5,90.62025757048382
s6_walk,s6,257.5,90.3529411764706
s6_walk,s6,262.5,92.53347849755036
s6_walk,s6,267.5,90.35606768400291
s6_walk,s6,272.5,89.82456140350877
s6_walk,s6,277.5,94.23667570009033
s6_walk,s6,282.5,90.89075630252101
s6_walk,s6,287.5,92.25308419305966
s6_walk,s6,292.5,97.53265602322207
s6_walk,s6,297.5,95.70186335403727
s6_walk,s6,302.5,89.30232558139535
s6_walk,s6,307.5,99.74446552814675
s6_walk,s6,312.5,86.78243105209397
