subject,activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std()
8,2,0.24277673,-0.029456692,-0.11457138,-0.18385917,0.34810512,0.13519511,0.88510984,-0.28349655,-0.028682693,-0.93618339,-0.94614166,-0.9095407,0.1442115,-0.081256989,-0.13760638,-0.21311168,-0.032522962,-0.4734048,0.17585151,-0.17124009,0.019787063,-0.33423918,-0.088475846,0.17732933,-0.13254092,-0.010530543,-0.11907546,-0.40193575,-0.4156226,-0.4293037,0.1301746,-0.23872281,0.1301746,-0.23872281,-0.1465889,-0.25847888,0.16888337,-0.069702668,-0.40349637,-0.48518246
8,3,0.28038816499999997,-0.020198029,-0.106735915,0.032299912,0.33740919999999996,0.12010037,0.919643565,-0.19731263999999998,-0.026600706000000002,-0.949078315,-0.943809175,-0.9014852600000001,0.140720255,-0.054406082999999994,0.01030005,0.26827367999999996,0.22913075,0.022090813400000003,-0.1588246,-0.0383631685,0.10708358000000001,-0.205551765,0.00184642815,-0.154277345,-0.0519876275,-0.0597246295,-0.095060105,-0.28574309,-0.046706374,-0.187562325,0.181013245,0.11511308,0.181013245,0.11511308,0.29647964,0.20358636000000002,0.0997245175,-0.0475961425,-0.11427127000000001,-0.15743225
8,4,0.275821215,-0.0145970575,-0.10718983500000001,-0.993412655,-0.984693555,-0.97953258,0.8661646350000001,0.236073575,0.20402076000000002,-0.992446505,-0.9909921150000001,-0.985533875,0.07630948200000001,0.0093341417,0.000376333595,-0.992940555,-0.988365095,-0.989145955,-0.027998026,-0.07440771900000001,0.0899830165,-0.9954933,-0.98625003,-0.980374935,-0.096696962,-0.040852321999999996,-0.054189743,-0.9965698700000001,-0.9961623900000001,-0.99347952,-0.98705053,-0.98804728,-0.98705053,-0.98804728,-0.9917214649999999,-0.99194264,-0.9798870399999999,-0.9840818250000001,-0.9966701600000001,-0.9967295700000001
8,5,0.27752104,-0.0166625655,-0.10576717,-0.9973939949999999,-0.976282385,-0.98077321,0.971870215,-0.096684742,-0.087749045,-0.99782026,-0.989484975,-0.9842929250000001,0.0758792895,0.010199547,-0.00309507415,-0.995581375,-0.9853835,-0.99022097,-0.027489073500000002,-0.0750869095,0.08742722650000001,-0.9878161599999999,-0.98982023,-0.9887138200000001,-0.09783633450000001,-0.041861084,-0.053836603499999997,-0.99094289,-0.9961891549999999,-0.9952983950000001,-0.98671923,-0.98682984,-0.98671923,-0.98682984,-0.99174053,-0.99089435,-0.986068245,-0.98336269,-0.995293805,-0.99607718
8,6,0.276487445,-0.017456551,-0.10737683,-0.9561738200000001,-0.96272561,-0.985262235,-0.40681801,0.38656214499999997,0.905948305,-0.9700205900000001,-0.985498855,-0.989868645,0.0749909695,0.011285218,-0.0015956060999999999,-0.9906912999999999,-0.98953768,-0.99190925,-0.027646551,-0.077539109,0.08648729250000001,-0.980040705,-0.958632335,-0.99366172,-0.0998459585,-0.0404865135,-0.0552546255,-0.994870415,-0.9912484699999999,-0.9950710949999999,-0.958139955,-0.96089126,-0.958139955,-0.96089126,-0.99190968,-0.99350162,-0.9643522849999999,-0.9654882499999999,-0.99373626,-0.99337776
9,1,0.281641435,-0.018768633,-0.116608945,-0.212244435,-0.20971359,-0.053533988500000004,0.95434251,-0.026148385649999998,-0.1186738865,-0.983295185,-0.97868284,-0.9655111949999999,0.063636582,-0.003848951955,-0.0497309965,-0.18537817,-0.287032305,-0.405298025,-0.0482690725,-0.072430939,0.09018317449999999,-0.480062735,-0.46402449,-0.265148235,-0.0839141525,-0.0392437465,-0.0716758745,-0.53429645,-0.553116175,-0.45223957000000004,-0.08286440149999999,-0.36648498,-0.08286440149999999,-0.36648498,-0.18773597,-0.31929094,-0.29892427,-0.505578545,-0.5130083599999999,-0.607844955
9,2,0.26206247,-0.016602169,-0.11689936,-0.36139995,-0.30465184,-0.29644676,0.9389173,-0.089085839,-0.18117619,-0.96114585,-0.91443842,-0.90248962,0.080144321,-0.015209776,0.027290777,-0.3114577,-0.58171572,-0.64798052,-0.087867404,-0.045853894,0.15992489,-0.33982108,-0.50047358,-0.12838059,-0.11596223,-0.017503013,-0.04975493,-0.65535631,-0.72129335,-0.64747956,-0.26602586,-0.40809154,-0.26602586,-0.40809154,-0.42759661,-0.43604878,-0.080175023,-0.41581814,-0.69270304,-0.75962434
9,3,0.31542472,-0.021467701999999998,-0.10334821,0.21931462000000002,-0.25143709000000003,0.10202963949999999,0.94234524,-0.030526129,-0.098937498,-0.947389575,-0.94391445,-0.89334015,0.12741154,-0.028935473999999996,0.0133449725,0.049980407000000004,-0.30059818,-0.321606475,-0.1087480405,-0.06511990949999999,0.104031985,-0.43104417,-0.32037197500000003,-0.28952642,-0.062175364,-0.0718322225,-0.0958035275,-0.512986845,-0.439999305,-0.414792295,0.15807944000000002,0.29389263,0.15807944000000002,0.29389263,-0.12253569,0.092972363,-0.15520051,-0.330825265,-0.44617245,-0.463882365
9,4,0.277485975,-0.017970406,-0.10527591,-0.984303825,-0.93396035,-0.942473815,0.96473018,0.0146410225,0.007204686849999999,-0.9953468400000001,-0.98530805,-0.9673505099999999,0.0773029925,0.012872322,0.0006485630249999999,-0.9790391,-0.9704736899999999,-0.9736728649999999,-0.0282522835,-0.0760482765,0.08508151,-0.973438175,-0.9559806,-0.96249691,-0.0967613115,-0.042164216000000004,-0.0528283235,-0.978006265,-0.98323942,-0.9839140500000001,-0.953610835,-0.9535508349999999,-0.953610835,-0.9535508349999999,-0.97782068,-0.97105658,-0.9530888099999999,-0.9480306599999999,-0.9844664000000001,-0.9808791050000001
9,5,0.27788523,-0.017987423,-0.10621163,-0.98565631,-0.97240406,-0.95612971,0.96260652,-0.0042720541,-0.099919694,-0.99587204,-0.98923721,-0.96730534,0.076067257,0.010466658,0.0016255066,-0.98242249,-0.98258985,-0.9806837,-0.029079153,-0.079464956,0.085157628,-0.96152918,-0.97255904,-0.97139122,-0.099980264,-0.040288054,-0.054853176,-0.96793282,-0.98660782,-0.98597273,-0.97093419,-0.9693464,-0.97093419,-0.9693464,-0.98220707,-0.98191199,-0.96298137,-0.95006541,-0.98190716,-0.98021881
9,6,0.280475515,-0.018525013,-0.108191925,-0.9567137649999999,-0.93835683,-0.9551993000000001,-0.47706851,-0.36902192,0.956102625,-0.97371272,-0.9822845,-0.990705015,0.077546904,0.0105434985,-0.0016865545,-0.9739761650000001,-0.97210657,-0.97458516,-0.026484327,-0.07875910250000001,0.0845172515,-0.9544093849999999,-0.9399800650000001,-0.9707762600000001,-0.09992979599999999,-0.035684043,-0.054724392499999996,-0.9580986,-0.97861623,-0.98371297,-0.94733553,-0.9418889100000001,-0.94733553,-0.9418889100000001,-0.97327231,-0.971930125,-0.93812332,-0.91959755,-0.97816981,-0.9701293099999999
10,1,0.28955936,-0.01423203,-0.11484764,-0.19767343,-0.032091207,-0.41188386,0.96365321,-0.19590878,0.050120826,-0.97866954,-0.97546553,-0.96785374,0.099037884,0.048051544,-0.036513168,-0.053223188,0.036281833,-0.52323835,-0.015207843,-0.090120566,0.098617843,-0.41728751,-0.26921689,-0.1603204,-0.14375399,-0.058923313,-0.026930176,-0.37564796,-0.51122527,-0.32166769,-0.12976783,-0.18882187,-0.12976783,-0.18882187,-0.13289531,0.041305827,-0.1528897,-0.39333167,-0.44940306,-0.52104644
10,2,0.2627822,-0.020258146,-0.12287542,-0.1721071,-0.015085543,-0.093906009,0.92892892,0.11222017,0.015663642,-0.96864245,-0.94419454,-0.90304147,0.12672,0.0071823523,-0.040710583,-0.21708846,-0.1825741,-0.63050853,0.11465253,-0.099795266,0.093640894,-0.31494997,0.023183834,-0.33727807,-0.1614621,0.015478329,-0.055045522,-0.43667405,-0.60735441,-0.48406595,-0.034373335,-0.2237998,-0.034373335,-0.2237998,-0.27068311,-0.22719791,0.055245223,-0.15617127,-0.53626025,-0.62218382
10,3,0.280869325,-0.024164896499999998,-0.115057955,0.304382435,0.0303096565,-0.185927935,0.9397020650000001,-0.069568089,0.047792388500000005,-0.948305505,-0.9469034000000001,-0.9192003550000001,0.1142692145,0.023428335,0.0117052918,0.21846649,-0.07761506800000001,-0.33096905,-0.178743465,-0.0784026495,0.085870615,-0.3116772,-0.314761125,-0.050463607,-0.0364256815,-0.074469391,-0.08950216050000001,-0.421754885,-0.46048147,-0.24910229500000003,0.238846575,0.14724992,0.238846575,0.14724992,0.038192831499999996,0.10828767,-0.035167534,-0.29260569000000003,-0.39873800000000004,-0.509906855
10,4,0.27758957500000003,-0.016778824499999997,-0.107028245,-0.99614233,-0.98735259,-0.99099092,0.68627348,-0.155400935,0.253704715,-0.9971379650000001,-0.994240965,-0.9945913799999999,0.0760485725,0.010385021500000001,-0.0017400297,-0.994605925,-0.9904408600000001,-0.99223528,-0.0277436135,-0.074013152,0.086893338,-0.9974733499999999,-0.99539966,-0.985867155,-0.097823522,-0.039999534,-0.055360628,-0.99700842,-0.9972555999999999,-0.995868505,-0.9945666799999999,-0.9932839849999999,-0.9945666799999999,-0.9932839849999999,-0.9935915550000001,-0.9947834200000001,-0.992099925,-0.993591325,-0.9976750649999999,-0.99798999
10,5,0.277687915,-0.0172570525,-0.11105989999999999,-0.989529175,-0.9485339100000001,-0.972838125,0.9600654399999999,-0.19258314999999998,0.0662856255,-0.99665881,-0.9831973,-0.9757475099999999,0.0753834795,0.012616591,-0.0015772661500000002,-0.982853945,-0.962966005,-0.987685775,-0.026868167499999998,-0.0740922035,0.090019921,-0.94861967,-0.976267515,-0.968925965,-0.099409142,-0.0399171065,-0.0546515875,-0.972667975,-0.9887849049999999,-0.9822491600000001,-0.9720903249999999,-0.97389563,-0.9720903249999999,-0.97389563,-0.9801516299999999,-0.979587355,-0.950201585,-0.94276726,-0.983846635,-0.98489745
10,6,0.276443125,-0.017202759999999997,-0.10902722,-0.9851035100000001,-0.9779899299999999,-0.984432295,-0.426469535,0.23721630999999999,0.29477537499999995,-0.99021609,-0.995752695,-0.99042745,0.07532454350000001,0.0114152415,-0.000371236935,-0.98325951,-0.9840681950000001,-0.9881605,-0.027888086,-0.07313173349999999,0.08734850999999999,-0.98531439,-0.968312785,-0.98592337,-0.09826169600000001,-0.040180350000000004,-0.05443763,-0.984217705,-0.9704039,-0.991036375,-0.98179534,-0.9837282599999999,-0.98179534,-0.9837282599999999,-0.986080325,-0.986579635,-0.9720985,-0.969164265,-0.97632256,-0.972933155
11,1,0.26551623,-0.015628252,-0.10773083,-0.41653227,-0.05223673,-0.54695202,0.94684673,-0.21301552,0.104419,-0.98416224,-0.97186671,-0.97072192,0.11599883,0.018508084,-0.0064832895,-0.42732135,-0.16056659,-0.73087006,-0.038029095,-0.082332544,0.10302524,-0.59199476,-0.50314904,-0.43378641,-0.096611484,-0.044974426,-0.025615448,-0.53772667,-0.73350659,-0.55350097,-0.27995679,-0.48878055,-0.27995679,-0.48878055,-0.40438535,-0.40223061,-0.43177216,-0.5668065,-0.6241167,-0.75541661
11,2,0.26825127,-0.02283303,-0.10055037,-0.23944347,-0.106442975,-0.20145964,0.89116095,-0.348715715,0.134810995,-0.9612326,-0.959154335,-0.920298695,0.082395047,-0.0335660605,-0.01176289585,-0.462522815,-0.43720861499999997,-0.788523635,-0.00921815955,-0.058257166,0.0578135575,-0.48085250999999996,-0.266812135,-0.69136937,-0.08057863600000001,-0.049188343,-0.0360296705,-0.66118313,-0.8182315849999999,-0.77836281,-0.13114571,-0.28952314,-0.13114571,-0.28952314,-0.50636809,-0.503473225,-0.243499875,-0.376776235,-0.75996988,-0.806821965
11,3,0.29316116000000003,-0.0222445975,-0.11178918,0.164177245,0.0734831725,-0.335260735,0.94299089,-0.200902985,0.1126954,-0.95673172,-0.931471975,-0.9299858400000001,0.0697808435,0.041746252,-0.071245532,-0.08079477700000001,-0.128484735,-0.576903845,-0.195900385,-0.02224038285,0.0440261995,-0.36883905,-0.49949282500000003,-0.33224078,0.0188137455,-0.0389773815,-0.0647883365,-0.526573485,-0.689712685,-0.491969455,0.13283694499999998,0.054177439,0.13283694499999998,0.054177439,-0.19494344000000002,-0.13963692500000002,-0.20868166500000002,-0.40987246,-0.5975213,-0.68207117
11,4,0.2770158,-0.016978725,-0.10763811,-0.99264578,-0.97097725,-0.98313287,0.82026407,0.33372255,0.18179121,-0.99611316,-0.98856976,-0.99347792,0.075517325,0.013741629,0.0011349756,-0.99053932,-0.98192464,-0.98807096,-0.027798759,-0.072108414,0.08610857,-0.99140988,-0.98839118,-0.96372578,-0.097421841,-0.041049023,-0.054680877,-0.99435319,-0.99322179,-0.99157157,-0.98286928,-0.98020685,-0.98286928,-0.98020685,-0.9902846,-0.98826982,-0.97830087,-0.97226244,-0.99471444,-0.99364215
11,5,0.27750302,-0.017135346,-0.10849126,-0.99684216,-0.97474933,-0.98960777,0.96431901,-0.17370697,0.079721506,-0.99748198,-0.99068013,-0.99282947,0.076213678,0.012983581,-0.0016584982,-0.99453691,-0.98324182,-0.99100472,-0.027899996,-0.07441608,0.087419159,-0.98754125,-0.99604742,-0.98739114,-0.098344989,-0.040434638,-0.054868313,-0.98888043,-0.9967522,-0.99237979,-0.98975098,-0.99011354,-0.98975098,-0.99011354,-0.99040165,-0.99289916,-0.98856491,-0.98806979,-0.99435231,-0.99488149
11,6,0.2775705,-0.017091002,-0.10888497,-0.99516511,-0.99217394,-0.98942017,-0.12991714,0.94277314,0.16496946,-0.99639268,-0.99810935,-0.99426471,0.07587202,0.011397817,0.00052457509,-0.99389829,-0.98808165,-0.99073093,-0.027835595,-0.074014124,0.086290844,-0.99389838,-0.99765929,-0.98998216,-0.099266493,-0.041005508,-0.055085162,-0.99693263,-0.99847815,-0.99464916,-0.99347005,-0.99393043,-0.99347005,-0.99393043,-0.99334805,-0.99348982,-0.9877816,-0.99001794,-0.99800965,-0.99851264
12,1,0.277142965,-0.015406348,-0.099091121,-0.124676805,-0.10375215600000001,-0.349846995,0.9666086199999999,-0.15603341999999998,-0.033300634,-0.9808804099999999,-0.968902895,-0.96116241,0.0576755995,0.00652983704,0.0015940767500000003,-0.037255275000000004,-0.09959065650000001,-0.502192015,-0.037301591999999995,-0.057150206499999995,0.094376302,-0.546915385,-0.464516605,-0.259587,-0.070655143,-0.031565292,-0.020198769999999998,-0.39205971,-0.58721201,-0.478574405,-0.091949672,-0.23776481500000002,-0.091949672,-0.23776481500000002,-0.14248893499999998,-0.036570339,-0.380630495,-0.421089535,-0.528123805,-0.56050614
12,2,0.27815465,-0.0228877295,-0.10902363500000001,-0.292543825,-0.12792937000000001,-0.440435665,0.93644672,-0.25430767,-0.126959705,-0.96900512,-0.9507161749999999,-0.95101415,0.048605922999999995,0.0057518426,0.0133146045,-0.36784992,-0.349802245,-0.722660745,-0.0412673765,-0.0555399565,0.0753749975,-0.56308854,-0.52614121,-0.285138055,-0.072960196,-0.0263382845,-0.035715571,-0.57464889,-0.7615588550000001,-0.61110937,-0.240360705,-0.28742149,-0.240360705,-0.28742149,-0.428616995,-0.336755535,-0.334996635,-0.551571295,-0.6705556500000001,-0.71305701
12,3,0.281394195,-0.019137295999999998,-0.10634111,0.047578384,0.0290063345,-0.422471815,0.95332337,-0.173850655,-0.053335752,-0.9612068149999999,-0.94290228,-0.9380458899999999,0.044444103,-0.09136939799999999,0.00440814195,0.013640076499999999,0.011718334,-0.50264577,-0.18471052,-0.00041764350000000005,0.0874891965,-0.38743791,-0.4644584,-0.34833108,-0.05057598,-0.048195288,-0.057721121,-0.310401485,-0.511563175,-0.42342208000000003,-0.0219883715,0.0935079335,-0.0219883715,0.0935079335,-0.11639534,0.041992454,-0.22317459,-0.334106605,-0.45255733,-0.50586268
12,4,0.27718902,-0.015001701,-0.10844646,-0.98985922,-0.95867326,-0.95952227,0.97209732,0.0010740316,0.052939575,-0.99379894,-0.98616776,-0.97343057,0.076019993,0.012956045,0.00097755034,-0.98302669,-0.97317031,-0.98380891,-0.028902033,-0.07545293,0.086191395,-0.98303497,-0.97170771,-0.9626896,-0.096657507,-0.040752823,-0.05352399,-0.98285845,-0.98410893,-0.98089038,-0.96901373,-0.96955781,-0.96901373,-0.96955781,-0.98186216,-0.98262345,-0.9708525,-0.96510991,-0.98575293,-0.9865086
12,5,0.27753804,-0.016703523,-0.10916899,-0.99100943,-0.95092488,-0.96314923,0.95934463,-0.22176002,-0.01296315,-0.99575816,-0.98353557,-0.97153676,0.075689331,0.01322688,0.00053685714,-0.98621723,-0.97403384,-0.98156643,-0.02710608,-0.072920524,0.087050379,-0.94864618,-0.97436999,-0.96493594,-0.097024776,-0.040046569,-0.052390785,-0.9726247,-0.9871942,-0.98344991,-0.97188785,-0.96672219,-0.97188785,-0.96672219,-0.98277289,-0.98082014,-0.94332155,-0.91787396,-0.98735281,-0.98043347
12,6,0.275015815,-0.0169303845,-0.10944215,-0.967730395,-0.96992424,-0.9682752649999999,-0.35975700499999996,0.96114022,-0.09463274199999999,-0.97057479,-0.9919921,-0.98165031,0.07677096150000001,0.012507449,-0.00178139555,-0.9761647250000001,-0.97086762,-0.97995388,-0.027676917000000002,-0.07725823600000001,0.087052135,-0.97880702,-0.9645279099999999,-0.967963125,-0.09892691049999999,-0.039760146499999996,-0.0566585975,-0.9786411049999999,-0.9787569,-0.979512575,-0.962561385,-0.96844606,-0.962561385,-0.96844606,-0.9792808550000001,-0.974634795,-0.968374865,-0.9602678149999999,-0.980019685,-0.97640644
13,1,0.27433354,-0.019673053,-0.1172607,-0.34836408,0.085280385,-0.16706745,0.91024679,-0.27288818,-0.25401013,-0.97802698,-0.97347474,-0.95749733,0.082896779,-0.015231555,-0.0011300953,-0.25090499,0.0038839311,-0.33836934,-0.033153436,-0.082340005,0.092216686,-0.4414534,-0.25445866,-0.36735892,-0.089371549,-0.035390966,-0.036254161,-0.24445317,-0.24133351,-0.41421929,-0.14102208,-0.29859796,-0.14102208,-0.29859796,-0.14535767,-0.12722076,-0.23008025,-0.27496164,-0.31701623,-0.31836703
13,2,0.25917503,-0.020752164,-0.12447099,-0.28705422,0.091587027,-0.18797177,0.85597765,-0.34421729,-0.32662768,-0.96583801,-0.92807252,-0.92653453,0.048770455,-0.004107476,-0.0029142235,-0.49637022,-0.3930921,-0.67400476,-0.08315336,0.011052828,0.058601146,-0.53519777,-0.40153426,-0.21533328,-0.063650426,-0.032143493,-0.068486243,-0.64247189,-0.68178003,-0.63306713,-0.098403351,-0.32714433,-0.098403351,-0.32714433,-0.4435347,-0.45505714,-0.23953948,-0.44465794,-0.63814441,-0.67687583
13,3,0.29203873,-0.015191303,-0.099992988,-0.079427804,-0.046678897,-0.16165764,0.94205153,-0.20861164,-0.16847488,-0.96069337,-0.93874476,-0.91234243,0.081576425,0.041758082,-0.045280924,-0.056329797,-0.17782118,-0.32950106,-0.11781569,-0.048016598,0.08598668,-0.3826824,-0.24076349,-0.31774767,-0.10863493,-0.10039648,-0.082193887,-0.49421427,-0.30337535,-0.44857815,-0.031955538,-0.0053226517,-0.031955538,-0.0053226517,-0.1179863,-0.026937189,-0.11978545,-0.23743647,-0.34672236,-0.31364346
13,4,0.27804531,-0.014777913,-0.10791508,-0.99669225,-0.98202331,-0.98429571,0.96125481,0.051231523,0.046766268,-0.99732584,-0.98958006,-0.98902229,0.075303956,0.010583197,-0.0028568947,-0.99520633,-0.98807046,-0.98932139,-0.027886965,-0.075216909,0.087321956,-0.9937116,-0.98778003,-0.9810146,-0.098542826,-0.039947504,-0.054383993,-0.99425303,-0.99352828,-0.99234858,-0.98704655,-0.98802947,-0.98704655,-0.98802947,-0.9918347,-0.99261661,-0.98347933,-0.98319973,-0.99444353,-0.99419205
13,5,0.27645357,-0.017620006,-0.11064506,-0.99477693,-0.965355,-0.97745531,0.94602403,-0.23366687,0.034988456,-0.99643984,-0.98262605,-0.9817682,0.075927795,0.0092555247,0.00019835401,-0.99344952,-0.98422234,-0.99071127,-0.027924464,-0.075849213,0.0890541,-0.9759856,-0.98131568,-0.98146663,-0.097186094,-0.040927956,-0.053799278,-0.98879537,-0.98786539,-0.99033879,-0.98055164,-0.98510852,-0.98055164,-0.98510852,-0.99081212,-0.99257071,-0.97293116,-0.97459369,-0.98959214,-0.99013097
13,6,0.27501253999999997,-0.0173581815,-0.10740106499999999,-0.976172275,-0.95549219,-0.960318335,-0.13530605,0.464685825,0.84831388,-0.98242874,-0.9879487499999999,-0.981529325,0.07564895499999999,0.0128849705,-0.0014175505,-0.98976575,-0.9883358250000001,-0.987858945,-0.027411969,-0.075813067,0.085002308,-0.9764638050000001,-0.96880834,-0.985523665,-0.098873881,-0.039552133,-0.0543933905,-0.991955285,-0.9825798299999999,-0.993967855,-0.9684394300000001,-0.9685230650000001,-0.9684394300000001,-0.9685230650000001,-0.9901357550000001,-0.9902951600000001,-0.96828163,-0.972368125,-0.988567815,-0.98305507
14,1,0.2643551,-0.019306755,-0.11318077,-0.38849316,-0.061008602,0.042685324,0.81990134,-0.27521005,-0.40772947,-0.97825399,-0.96567638,-0.95128547,0.075402896,0.026602721,0.01880813,-0.4391198,-0.34381648,-0.46662704,-0.029945177,-0.086025167,0.081427686,-0.5977123,0.00036693655,-0.1307471,-0.13017476,-0.043586139,-0.016228623,-0.56646729,-0.53809568,-0.49774025,-0.13309746,-0.35798019,-0.13309746,-0.35798019,-0.36755644,-0.43513764,-0.14372613,-0.21111744,-0.51645243,-0.60673888
14,2,0.26387826000000003,-0.014978168,-0.10619804,-0.30186512499999996,0.313487065,0.5967850100000001,0.6974438199999999,-0.324139795,-0.48624048,-0.9383537200000001,-0.919935545,-0.8845474799999999,0.0677086705,-0.032143682,-0.025992389,-0.37903971000000003,-0.35382567499999995,-0.350720885,0.0768075365,-0.14316847,-0.11791354500000001,-0.462714215,0.484850565,0.533401885,-0.11448665499999999,-0.0063487125,0.041949994000000004,-0.6513331899999999,-0.40745680500000003,-0.35338053,0.134032185,-0.0260108685,0.134032185,-0.0260108685,-0.289032085,-0.34515779,0.36634313,0.27019366,-0.41942577000000003,-0.525939885
14,3,0.2852345,-0.016799522,-0.097055875,-0.0067600328,0.33886274,0.4301827,0.82086427,-0.26351522,-0.38318881,-0.91913412,-0.92991979,-0.89405782,-0.013836966,-0.025259496,0.048567572,-0.00095018372,0.14868678,-0.1904147,-0.058613596,-0.0021054907,0.039921482,-0.29982605,0.014736703,0.33280447,-0.092716207,-0.068198988,-0.086751705,-0.56460676,-0.31554757,0.064192024,0.17486944,0.41766576,0.17486944,0.41766576,0.0015688943,0.18368374,0.16113403,-0.066541792,-0.28563805,-0.28608893
14,4,0.27778168999999997,-0.015037314,-0.108572155,-0.9895029399999999,-0.9664318700000001,-0.9654008000000001,0.960946855,-0.051016231999999995,-0.13777636,-0.99644888,-0.987182435,-0.983084105,0.076409439,0.0099050071,-0.0023432811500000003,-0.98882313,-0.98301602,-0.982177945,-0.0279052865,-0.075443814,0.0881864205,-0.99139044,-0.9768288199999999,-0.97781892,-0.097632807,-0.040915194,-0.055057445499999996,-0.9934469450000001,-0.9914209350000001,-0.9897983100000001,-0.9753885600000001,-0.97275383,-0.9753885600000001,-0.97275383,-0.984592795,-0.9825697950000001,-0.97359329,-0.9750559999999999,-0.99221974,-0.991961235
14,5,0.276198815,-0.017380774,-0.10912921,-0.98595134,-0.9472859650000001,-0.958103835,0.8637725700000001,-0.225190395,-0.35325500499999996,-0.988793025,-0.9831126299999999,-0.97386645,0.07547850950000001,0.0097764208,0.0002429035045,-0.987170885,-0.9789848400000001,-0.9850536649999999,-0.026096679499999997,-0.075137754,0.086298105,-0.969668365,-0.9709988199999999,-0.9648051049999999,-0.0990447225,-0.0409252315,-0.0547841845,-0.98325694,-0.98698476,-0.98394657,-0.965376495,-0.963153425,-0.965376495,-0.963153425,-0.984571875,-0.98705749,-0.970252955,-0.9617723300000001,-0.987919795,-0.984232475
14,6,0.28360396,-0.018967112,-0.10891282,-0.97144792,-0.96032114,-0.9571906,-0.15184675,0.48616178,0.84202069,-0.97416319,-0.98476709,-0.98074783,0.07613221,0.011351716,-0.00017146982,-0.98709281,-0.98287165,-0.98517224,-0.026376263,-0.080542259,0.086241542,-0.96807425,-0.95673437,-0.97685325,-0.10092836,-0.037276205,-0.05540523,-0.98681087,-0.98798519,-0.99243144,-0.96399274,-0.95993263,-0.96399274,-0.95993263,-0.98572754,-0.98959155,-0.95928785,-0.95010347,-0.98979723,-0.98971694
15,1,0.27776142,-0.015376008,-0.106327075,-0.324545985,0.142453215,-0.50716276,0.94956268,-0.233268435,0.078828203,-0.9797562200000001,-0.9751919499999999,-0.963470635,0.14947713,0.024907980500000003,0.0232664575,-0.387843145,-0.0149588685,-0.69807774,-0.034449608,-0.0791606695,0.09107751750000001,-0.32272462,-0.55013998,-0.44301943,-0.072627351,-0.0648165855,-0.05788728,-0.261972425,-0.74530534,-0.601994385,-0.182948485,-0.334567,-0.182948485,-0.334567,-0.30662289499999995,-0.296899095,-0.231476105,-0.430937485,-0.54101458,-0.63743314
15,2,0.270597285,-0.022305314,-0.11649408,-0.0331562775,-0.00259760232,-0.43260618500000003,0.91659845,-0.32127263,0.08479200749999999,-0.965274145,-0.947264635,-0.9480052299999999,0.08425256049999999,-0.0293410335,0.0483578125,-0.19435224499999998,-0.325489395,-0.75309934,0.1190677445,-0.20976646999999998,0.093742629,-0.43993407,-0.34814556,-0.47959245500000003,-0.15203846,-0.047608329000000005,-0.103883595,-0.51908752,-0.7741023650000001,-0.6575798749999999,-0.00617068445,-0.133446725,-0.00617068445,-0.133446725,-0.33035725,-0.31144335,-0.19742146,-0.24864734500000002,-0.664512075,-0.75055289
15,3,0.270314775,-0.00770905725,-0.11481256000000001,0.40773766499999997,0.20383678500000002,-0.27952583,0.93402457,-0.163331365,0.091829128,-0.9433628700000001,-0.932964175,-0.9397219450000001,0.084826993,0.0398206545,0.01177344,0.111246475,0.01028891055,-0.42274946999999996,-0.0902531345,-0.030509473500000002,0.058610438,-0.34756596500000003,-0.37427507000000004,-0.26320734,-0.029126533000000003,-0.033683601,-0.017308113,-0.46615273999999995,-0.57086527,-0.38654038,0.33216642,0.339129295,0.33216642,0.339129295,-0.0374145645,0.139467625,-0.128480445,-0.273116915,-0.52452341,-0.5638160050000001
15,4,0.27710898,-0.016904565,-0.11132951,-0.99466367,-0.98003685,-0.98109882,0.95169108,0.12869657,-0.012631839,-0.99625601,-0.99147867,-0.98464224,0.076162628,0.010790773,-0.00068476275,-0.99305104,-0.98458607,-0.98904534,-0.02777498,-0.074413639,0.087234121,-0.99488646,-0.98692276,-0.98703354,-0.09799605,-0.040624708,-0.055179462,-0.99685985,-0.99504812,-0.99336491,-0.98794067,-0.98729559,-0.98794067,-0.98729559,-0.99059191,-0.99127671,-0.98900488,-0.98247521,-0.99645397,-0.9958831
