key,task,observer,dataset,kind,selected,reference_score,reference_ties,test_score,test_best,test_best_score,regret,score_gap,still_best,default,default_test_loss,selected_test_loss,gain
HAR__30,spread,soft,HAR,empirical,Dot plot,99.43425193730845,1,99.39061406282248,Dot plot,99.39061406282248,0.0,0.0,True,Box plot,0.0290008409611808,0.006131222177502,0.022869618783678804
HAR__31,five,hard,HAR,empirical,Dot plot,93.54578708592108,1,94.65996852896107,Dot plot,94.65996852896107,0.0,0.0,True,Dot plot,0.0564127746292789,0.0564127746292789,0.0
HAR__31,five,soft,HAR,empirical,Dot plot,96.74842641735329,1,97.32817427779128,Dot plot,97.32817427779128,0.0,0.0,True,Dot plot,0.0274517193200695,0.0274517193200695,0.0
HAR__31,median,hard,HAR,empirical,Interval plot,98.92070392246266,1,98.9263948434979,Box plot,98.94022721172568,0.0001413225469636993,0.013832368227781444,False,Box plot,0.0107112427183584,0.0108525652653221,-0.0001413225469636993
HAR__31,median,soft,HAR,empirical,Interval plot,98.92070392246266,1,98.9263948434979,Box plot,98.94022721172568,0.0001413225469636993,0.013832368227781444,False,Box plot,0.0107112427183584,0.0108525652653221,-0.0001413225469636993
HAR__31,spread,hard,HAR,empirical,Box plot,98.29894849580285,1,97.12468698561894,Interval plot,98.44748285958596,0.013834344399064103,1.3227958739670242,False,Box plot,0.0296043478091909,0.0296043478091909,0.0
HAR__31,spread,soft,HAR,empirical,Violin plot,97.95688857834531,1,97.2675251834554,Interval plot,97.66084065247584,0.004140499180842198,0.3933154690204361,False,Box plot,0.0321337281550751,0.0280923649634439,0.0040413631916312
HAR__32,five,hard,HAR,empirical,Dot plot,93.4595336391185,1,96.36598610354471,Dot plot,96.36598610354471,0.0,0.0,True,Dot plot,0.0377105454257537,0.0377105454257537,0.0
HAR__32,five,soft,HAR,empirical,Dot plot,96.97480565969916,1,98.11723166146294,Dot plot,98.11723166146294,0.0,0.0,True,Dot plot,0.0191889671840034,0.0191889671840034,0.0
HAR__32,median,hard,HAR,empirical,Interval plot,97.97360707636405,1,98.39269627319284,Box plot,98.73641923791594,0.003538085422516499,0.34372296472309927,False,Box plot,0.0127975145527541,0.0163355999752706,-0.003538085422516499
HAR__32,median,soft,HAR,empirical,Interval plot,97.97360707636405,1,98.39269627319284,Box plot,98.73641923791594,0.003538085422516499,0.34372296472309927,False,Box plot,0.0127975145527541,0.0163355999752706,-0.003538085422516499
HAR__32,spread,hard,HAR,empirical,Dot plot,98.69476554370388,1,97.89831238410164,Dot plot,97.89831238410164,0.0,0.0,True,Box plot,0.0384555856018738,0.0214680678830546,0.016987517718819203
HAR__32,spread,soft,HAR,empirical,Dot plot,99.43425193730845,1,99.39061406282248,Dot plot,99.39061406282248,0.0,0.0,True,Box plot,0.0290008409611808,0.006131222177502,0.022869618783678804
HAR__33,five,hard,HAR,empirical,Dot plot,93.54578708592108,1,94.65996852896107,Dot plot,94.65996852896107,0.0,0.0,True,Dot plot,0.0564127746292789,0.0564127746292789,0.0
HAR__33,five,soft,HAR,empirical,Dot plot,96.74842641735329,1,97.32817427779128,Dot plot,97.32817427779128,0.0,0.0,True,Dot plot,0.0274517193200695,0.0274517193200695,0.0
HAR__33,median,hard,HAR,empirical,Interval plot,98.92070392246266,1,98.9263948434979,Box plot,98.94022721172568,0.0001413225469636993,0.013832368227781444,False,Box plot,0.0107112427183584,0.0108525652653221,-0.0001413225469636993
HAR__33,median,soft,HAR,empirical,Interval plot,98.92070392246266,1,98.9263948434979,Box plot,98.94022721172568,0.0001413225469636993,0.013832368227781444,False,Box plot,0.0107112427183584,0.0108525652653221,-0.0001413225469636993
HAR__33,spread,hard,HAR,empirical,Box plot,98.29894849580285,1,97.12468698561894,Interval plot,98.44748285958596,0.013834344399064103,1.3227958739670242,False,Box plot,0.0296043478091909,0.0296043478091909,0.0
HAR__33,spread,soft,HAR,empirical,Violin plot,97.95688857834531,1,97.2675251834554,Interval plot,97.66084065247584,0.004140499180842198,0.3933154690204361,False,Box plot,0.0321337281550751,0.0280923649634439,0.0040413631916312
HAR__34,five,hard,HAR,empirical,Dot plot,92.44748789162604,1,93.59327265483468,Dot plot,93.59327265483468,0.0,0.0,True,Dot plot,0.0684528616580472,0.0684528616580472,0.0
HAR__34,five,soft,HAR,empirical,Dot plot,94.946018561243,1,94.64702284324017,Dot plot,94.64702284324017,0.0,0.0,True,Dot plot,0.0565572692722281,0.0565572692722281,0.0
HAR__34,median,hard,HAR,empirical,Interval plot,99.07200725754512,1,99.27097731048184,Interval plot,99.27097731048184,0.0,0.0,True,Box plot,0.0136162759399942,0.0073437646054197,0.0062725113345745
HAR__34,median,soft,HAR,empirical,Interval plot,99.07200725754512,1,99.27097731048184,Interval plot,99.27097731048184,0.0,0.0,True,Box plot,0.0135422084788991,0.0073437646054197,0.0061984438734794
HAR__34,spread,hard,HAR,empirical,Box plot,96.06041141271622,1,97.71342073831546,Box plot,97.71342073831546,0.0,0.0,True,Box plot,0.0234008721054621,0.0234008721054621,0.0
HAR__34,spread,soft,HAR,empirical,Box plot,95.5116546144608,1,98.75737767285312,Box plot,98.75737767285312,0.0,0.0,True,Box plot,0.0125825771848989,0.0125825771848989,0.0
HAR__35,five,hard,HAR,empirical,Dot plot,90.17167191840102,1,90.05426746866199,Dot plot,90.05426746866199,0.0,0.0,True,Dot plot,0.1104415460910725,0.1104415460910725,0.0
HAR__35,five,soft,HAR,empirical,Dot plot,93.36865435955046,1,92.85372899990216,Dot plot,92.85372899990216,0.0,0.0,True,Dot plot,0.0769626710425963,0.0769626710425963,0.0
HAR__35,median,hard,HAR,empirical,Interval plot,99.18949651884488,1,99.36239197719244,Interval plot,99.36239197719244,0.0,0.0,True,Box plot,0.0100903739509325,0.0064169955062465,0.0036733784446860013
HAR__35,median,soft,HAR,empirical,Interval plot,99.18949651884488,1,99.36239197719244,Interval plot,99.36239197719244,0.0,0.0,True,Box plot,0.0100248520421602,0.0064169955062465,0.0036078565359137
HAR__35,spread,hard,HAR,empirical,Box plot,96.99425970699382,1,98.57337458531973,Box plot,98.57337458531973,0.0,0.0,True,Box plot,0.0144727257302677,0.0144727257302677,0.0
HAR__35,spread,soft,HAR,empirical,Box plot,95.61909606963503,1,98.02184584022304,Box plot,98.02184584022304,0.0,0.0,True,Box plot,0.0201807479018646,0.0201807479018646,0.0
HAR__36,five,hard,HAR,empirical,Box plot,95.99983856799888,1,96.45152278006664,Box plot,96.45152278006664,0.0,0.0,True,Dot plot,0.0391364585501044,0.0367902664224881,0.0023461921276162964
HAR__36,five,soft,HAR,empirical,Dot plot,96.38739474198898,1,96.47649333729812,Dot plot,96.47649333729812,0.0,0.0,True,Dot plot,0.0365219188718137,0.0365219188718137,0.0
HAR__36,median,hard,HAR,empirical,Interval plot,99.09532457990004,1,99.1785388092438,Interval plot,99.1785388092438,0.0,0.0,True,Box plot,0.0092120769440945,0.0082826506683687,0.0009294262757258004
HAR__36,median,soft,HAR,empirical,Interval plot,99.09532457990004,1,99.1785388092438,Interval plot,99.1785388092438,0.0,0.0,True,Box plot,0.0092120769440945,0.0082826506683687,0.0009294262757258004
HAR__36,spread,hard,HAR,empirical,Box plot,97.74730074005872,1,98.38837579028907,Box plot,98.38837579028907,0.0,0.0,True,Box plot,0.0163802298469287,0.0163802298469287,0.0
HAR__36,spread,soft,HAR,empirical,Box plot,97.74730074005876,1,98.04743958071144,Box plot,98.04743958071144,0.0,0.0,True,Box plot,0.0199144457788848,0.0199144457788848,0.0
HAR__37,five,hard,HAR,empirical,Dot plot,89.66394458247122,1,89.83683433826812,Dot plot,89.83683433826812,0.0,0.0,True,Dot plot,0.1131291606231792,0.1131291606231792,0.0
HAR__37,five,soft,HAR,empirical,Dot plot,91.11828499784156,1,87.40918634585424,Dot plot,87.40918634585424,0.0,0.0,True,Dot plot,0.1440445127166309,0.1440445127166309,0.0
HAR__37,median,hard,HAR,empirical,Violin plot,99.79252671568943,1,99.77718646358302,Violin plot,99.77718646358302,0.0,0.0,True,Box plot,0.0096294727987985,0.0022331110378453,0.0073963617609531995
HAR__37,median,soft,HAR,empirical,Violin plot,99.49550899253276,1,99.9833319055961,Violin plot,99.9833319055961,0.0,0.0,True,Box plot,0.0096294727987985,0.0001667087312076,0.0094627640675909
HAR__37,spread,hard,HAR,empirical,Violin plot,99.84170628361956,1,99.79717052510784,Violin plot,99.79717052510784,0.0,0.0,True,Box plot,0.0101001703777715,0.0020324170898324,0.0080677532879391
HAR__37,spread,soft,HAR,empirical,Violin plot,98.95975211571252,1,99.65200760918675,Box plot,99.9122726920588,0.0026140327039102,0.26026508287205274,False,Box plot,0.0008780433632171,0.0034920760671273,-0.0026140327039102
HAR__38,five,hard,HAR,empirical,Dot plot,90.89752886909454,1,90.60578402260312,Dot plot,90.60578402260312,0.0,0.0,True,Dot plot,0.103682298859125,0.103682298859125,0.0
HAR__38,five,soft,HAR,empirical,Dot plot,91.1461342085724,1,88.39226686658681,Dot plot,88.39226686658681,0.0,0.0,True,Dot plot,0.1313206861289473,0.1313206861289473,0.0
HAR__38,median,hard,HAR,empirical,Interval plot,98.95318140209574,1,99.60319992176068,Interval plot,99.60319992176068,0.0,0.0,True,Box plot,0.0102325585049385,0.0039838085377881,0.0062487499671504
HAR__38,median,soft,HAR,empirical,Interval plot,98.95318140209574,1,99.60319992176068,Interval plot,99.60319992176068,0.0,0.0,True,Box plot,0.0101661133198415,0.0039838085377881,0.0061823047820534
HAR__38,spread,hard,HAR,empirical,Heatmap,96.34285477295307,1,96.34285477295307,Box plot,98.80931685762296,0.025909380922442,2.4664620846698853,False,Box plot,0.0120503124628698,0.0379596933853118,-0.025909380922442
HAR__38,spread,soft,HAR,empirical,Heatmap,96.34285477295307,1,96.34285477295307,Box plot,99.6377661125788,0.0343241854694486,3.2949113396257275,False,Box plot,0.0036355079158632,0.0379596933853118,-0.0343241854694486
HAR__39,five,hard,HAR,empirical,Heatmap,90.19081134026254,1,90.19081134026254,Heatmap,90.19081134026254,0.0,0.0,True,Dot plot,0.1347908926830483,0.1087603993574286,0.026030493325619714
HAR__39,five,soft,HAR,empirical,Heatmap,90.19081134026254,1,90.19081134026254,Heatmap,90.19081134026254,0.0,0.0,True,Dot plot,0.1681410451598758,0.1087603993574286,0.0593806458024472
HAR__39,median,hard,HAR,empirical,Interval plot,98.84733987553616,1,99.63118101948464,Interval plot,99.63118101948464,0.0,0.0,True,Box plot,0.0092956711602422,0.0037018429044141,0.0055938282558281
HAR__39,median,soft,HAR,empirical,Interval plot,98.84733987553616,1,99.63118101948464,Interval plot,99.63118101948464,0.0,0.0,True,Box plot,0.0092342727827206,0.0037018429044141,0.005532429878306501
HAR__39,spread,hard,HAR,empirical,Box plot,97.8734173013896,1,98.05345123779406,Box plot,98.05345123779406,0.0,0.0,True,Box plot,0.0198519148243468,0.0198519148243468,0.0
HAR__39,spread,soft,HAR,empirical,Dot plot,98.7043739754791,1,96.80059825236224,Box plot,97.24163877214148,0.004685416263812497,0.44104051977924996,False,Box plot,0.0283660504151104,0.0330514666789229,-0.004685416263812497
HeartFailure__00,five,hard,HeartFailure,empirical,Heatmap,96.27279347388196,1,96.27279347388196,Heatmap,96.27279347388196,0.0,0.0,True,Dot plot,0.0514058955187443,0.0387150553300318,0.012690840188712499
HeartFailure__00,five,soft,HeartFailure,empirical,Dot plot,97.11488388896008,1,97.44780485891272,Dot plot,97.44780485891272,0.0,0.0,True,Dot plot,0.0261903810432919,0.0261903810432919,0.0
HeartFailure__00,median,hard,HeartFailure,empirical,Histogram,99.67387019828344,1,99.5614380747412,Heatmap,99.65977570598204,0.0009910799183887996,0.09833763124083816,False,Box plot,0.0057810889179387,0.0044049376318729,0.0013761512860658003
HeartFailure__00,median,soft,HeartFailure,empirical,Histogram,99.68057685405574,1,99.72903714122064,Histogram,99.72903714122064,0.0,0.0,True,Box plot,0.0057810889179387,0.0027169906232591,0.0030640982946796
HeartFailure__00,spread,hard,HeartFailure,empirical,Interval plot,98.37584417906136,1,97.98087169281958,Box plot,98.75078157539194,0.0079571593223965,0.7699098825723638,False,Box plot,0.0126502130381047,0.0206073723605012,-0.0079571593223965
HeartFailure__00,spread,soft,HeartFailure,empirical,Box plot,98.3758441790614,2,97.98087169281958,Box plot,97.98087169281958,0.0,0.0,True,Box plot,0.0206073723605012,0.0206073723605012,0.0
HeartFailure__01,five,hard,HeartFailure,empirical,Histogram,97.14826353072328,1,96.62519933357709,Dot plot,97.58403040159354,0.010168875809529996,0.9588310680164511,False,Dot plot,0.0247578378189944,0.0349267136285244,-0.010168875809529996
HeartFailure__01,five,soft,HeartFailure,empirical,Heatmap,95.75760934737472,1,95.75760934737472,Histogram,96.17702923506216,0.004554118912669304,0.41941988768743954,False,Dot plot,0.0579807354732355,0.0443034311480708,0.013677304325164695
HeartFailure__01,median,hard,HeartFailure,empirical,Interval plot,99.76399346415069,1,99.39258630126744,Interval plot,99.39258630126744,0.0,0.0,True,Box plot,0.0084731468089779,0.0061112576031721,0.0023618892058057993
HeartFailure__01,median,soft,HeartFailure,empirical,Interval plot,99.76399346415069,1,99.39258630126744,Interval plot,99.39258630126744,0.0,0.0,True,Box plot,0.0084731468089779,0.0061112576031721,0.0023618892058057993
HeartFailure__01,spread,hard,HeartFailure,empirical,Histogram,98.659304106281,1,98.62030800944213,Histogram,98.62030800944213,0.0,0.0,True,Box plot,0.0186534968545463,0.0139899379590843,0.004663558895462
HeartFailure__01,spread,soft,HeartFailure,empirical,Histogram,98.62504311576834,1,98.6483400493734,Histogram,98.6483400493734,0.0,0.0,True,Box plot,0.0152390903813658,0.0137018012664998,0.001537289114866001
HeartFailure__02,five,hard,HeartFailure,empirical,Dot plot,93.08777778101415,1,95.2493940530012,Dot plot,95.2493940530012,0.0,0.0,True,Dot plot,0.0498754453425219,0.0498754453425219,0.0
HeartFailure__02,five,soft,HeartFailure,empirical,Interval plot,96.96090103671604,1,97.25546120329405,Interval plot,97.25546120329405,0.0,0.0,True,Dot plot,0.036161132532088,0.0282198939036339,0.007941238628454098
HeartFailure__02,median,hard,HeartFailure,empirical,Interval plot,99.9974305057137,1,99.45202913805667,Interval plot,99.45202913805667,0.0,0.0,True,Box plot,0.00812554344149,0.0055099012729307,0.0026156421685593
HeartFailure__02,median,soft,HeartFailure,empirical,Interval plot,99.9974305057137,1,99.45202913805667,Interval plot,99.45202913805667,0.0,0.0,True,Box plot,0.00812554344149,0.0055099012729307,0.0026156421685593
HeartFailure__02,spread,hard,HeartFailure,empirical,Dot plot,98.18350383029352,1,92.3900138508027,Interval plot,98.74858164784044,0.0696952864762375,6.358567797037736,False,Box plot,0.0160831950424299,0.0823680594039783,-0.0662848643615484
HeartFailure__02,spread,soft,HeartFailure,empirical,Box plot,97.1638081585272,2,98.74858164784035,Box plot,98.74858164784035,0.0,0.0,True,Box plot,0.0126727729277417,0.0126727729277417,0.0
HeartFailure__03,five,hard,HeartFailure,empirical,Dot plot,97.7952192914688,1,96.88971864362084,Dot plot,96.88971864362084,0.0,0.0,True,Dot plot,0.0321012528462319,0.0321012528462319,0.0
HeartFailure__03,five,soft,HeartFailure,empirical,Dot plot,97.29145495538296,1,98.16861180766642,Dot plot,98.16861180766642,0.0,0.0,True,Dot plot,0.0186555372293708,0.0186555372293708,0.0
HeartFailure__03,median,hard,HeartFailure,empirical,Box plot,99.71958631261094,2,99.1290583302826,Interval plot,99.31386593597168,0.001877193198838699,0.18480760568907328,False,Box plot,0.0087859370843166,0.0087859370843166,0.0
HeartFailure__03,median,soft,HeartFailure,empirical,Box plot,99.71958631261094,2,99.1290583302826,Interval plot,99.31386593597168,0.001877193198838699,0.18480760568907328,False,Box plot,0.0087859370843166,0.0087859370843166,0.0
HeartFailure__03,spread,hard,HeartFailure,empirical,Dot plot,97.73220309889204,1,97.72910171459256,Interval plot,99.90089104810876,0.022244591103327903,2.1717893335162017,False,Box plot,0.0168821836884196,0.0232366638551467,-0.0063544801667271
HeartFailure__03,spread,soft,HeartFailure,empirical,Dot plot,98.03356929711538,1,98.70878360534245,Box plot,99.9008910481088,0.0120889961003733,1.192107442766357,False,Box plot,0.0009920727518182,0.0130810688521915,-0.0120889961003733
HeartFailure__04,five,hard,HeartFailure,empirical,Dot plot,96.07903379672796,1,96.70795347157232,Dot plot,96.70795347157232,0.0,0.0,True,Dot plot,0.0340411146162387,0.0340411146162387,0.0
HeartFailure__04,five,soft,HeartFailure,empirical,Dot plot,95.47558484720264,1,96.77861413503732,Dot plot,96.77861413503732,0.0,0.0,True,Dot plot,0.0332861334474969,0.0332861334474969,0.0
HeartFailure__04,median,hard,HeartFailure,empirical,Heatmap,99.97837190066556,1,99.97837190066556,Heatmap,99.97837190066556,0.0,0.0,True,Box plot,0.0032355004336259,0.0002163277809317,0.0030191726526942
HeartFailure__04,median,soft,HeartFailure,empirical,Heatmap,99.97837190066556,1,99.97837190066556,Heatmap,99.97837190066556,0.0,0.0,True,Box plot,0.0032355004336259,0.0002163277809317,0.0030191726526942
HeartFailure__04,spread,hard,HeartFailure,empirical,Dot plot,96.3186501513635,1,98.41390919062954,Interval plot,98.79507940360034,0.003920370901343602,0.381170212970801,False,Box plot,0.0280952913854377,0.0161165309092454,0.011978760476192299
HeartFailure__04,spread,soft,HeartFailure,empirical,Box plot,97.98334169758594,1,98.79507940360034,Box plot,98.79507940360034,0.0,0.0,True,Box plot,0.0121961600079017,0.0121961600079017,0.0
HeartFailure__05,five,hard,HeartFailure,empirical,Violin plot,91.5146653508408,1,91.55578258895822,Dot plot,92.68413312617126,0.0132969754976167,1.1283505372130378,False,Dot plot,0.0789333257707618,0.0922303012683785,-0.0132969754976167
HeartFailure__05,five,soft,HeartFailure,empirical,Violin plot,91.87311751106051,1,91.66585029822676,Dot plot,92.93845454375578,0.014937927593449904,1.272604245529024,False,Dot plot,0.0759808788612856,0.0909188064547355,-0.014937927593449904
HeartFailure__05,median,hard,HeartFailure,empirical,Interval plot,97.97901097670488,1,97.91240878876911,Interval plot,97.91240878876911,0.0,0.0,True,Box plot,0.0259005086198275,0.0213210075929654,0.0045795010268621025
HeartFailure__05,median,soft,HeartFailure,empirical,Interval plot,97.97901097670488,1,97.91240878876911,Interval plot,97.91240878876911,0.0,0.0,True,Box plot,0.0259005086198275,0.0213210075929654,0.0045795010268621025
HeartFailure__05,spread,hard,HeartFailure,empirical,Interval plot,97.80788780932896,1,95.3254026428342,Box plot,97.73854424653344,0.0259005086198259,2.4131416036992306,False,Box plot,0.0231378088439943,0.0490383174638202,-0.0259005086198259
HeartFailure__05,spread,soft,HeartFailure,empirical,Dot plot,98.06155191609396,1,92.78950281018123,Box plot,95.3254026428342,0.0286697957542148,2.535899832652973,False,Box plot,0.0490383174638202,0.077708113218035,-0.0286697957542148
ILPD__00,five,hard,ILPD,empirical,Dot plot,96.72661915001216,1,96.8227292530673,Dot plot,96.8227292530673,0.0,0.0,True,Dot plot,0.0328153396567474,0.0328153396567474,0.0
ILPD__00,five,soft,ILPD,empirical,Dot plot,96.7073990655351,1,96.9424467113664,Dot plot,96.9424467113664,0.0,0.0,True,Dot plot,0.0315398815725898,0.0315398815725898,0.0
ILPD__00,median,hard,ILPD,empirical,Interval plot,99.47234084582264,1,99.50474110051368,Interval plot,99.50474110051368,0.0,0.0,True,Box plot,0.0076963637605948,0.0049772392150245,0.0027191245455702997
ILPD__00,median,soft,ILPD,empirical,Interval plot,99.47234084582264,1,99.50474110051368,Interval plot,99.50474110051368,0.0,0.0,True,Box plot,0.0076963637605948,0.0049772392150245,0.0027191245455702997
ILPD__00,spread,hard,ILPD,empirical,Interval plot,98.27250601240948,1,99.24578480306528,Interval plot,99.24578480306528,0.0,0.0,True,Box plot,0.0094751115312406,0.0075994683142594,0.0018756432169812001
ILPD__00,spread,soft,ILPD,empirical,Dot plot,98.399777302158,1,98.18245060183078,Box plot,99.24578480306528,0.010912489647964402,1.0633342012344968,False,Box plot,0.0075994683142596,0.018511957962224,-0.010912489647964402
ILPD__01,five,hard,ILPD,empirical,Heatmap,93.42695439506846,1,93.42695439506846,Heatmap,93.42695439506846,0.0,0.0,True,Dot plot,0.1283951202089175,0.0703549168170089,0.0580402033919086
ILPD__01,five,soft,ILPD,empirical,Heatmap,93.42695439506846,1,93.42695439506846,Histogram,93.6704098105344,0.002781921222472894,0.24345541546593097,False,Dot plot,0.2350522785944453,0.0703549168170089,0.1646973617774364
ILPD__01,median,hard,ILPD,empirical,Box plot,99.03242090713492,1,98.17679807858728,Interval plot,99.37477673544622,0.0122790297283118,1.1979786568589361,False,Box plot,0.0185705987269345,0.0185705987269345,0.0
ILPD__01,median,soft,ILPD,empirical,Box plot,99.03242090713492,1,98.18324839043828,Interval plot,99.37477673544622,0.0122121130382274,1.1915283450079386,False,Box plot,0.0185036820368501,0.0185036820368501,0.0
ILPD__01,spread,hard,ILPD,empirical,Box plot,95.46787533579524,1,97.9805867403776,Box plot,97.9805867403776,0.0,0.0,True,Box plot,0.0206103405460647,0.0206103405460647,0.0
ILPD__01,spread,soft,ILPD,empirical,Box plot,95.99105026106308,1,97.57825745468566,Box plot,97.57825745468566,0.0,0.0,True,Box plot,0.0248184647736611,0.0248184647736611,0.0
ILPD__02,five,hard,ILPD,empirical,Heatmap,94.37020352962428,1,94.37020352962428,Heatmap,94.37020352962428,0.0,0.0,True,Dot plot,0.1111325923341538,0.0596565044877583,0.051476087846395506
ILPD__02,five,soft,ILPD,empirical,Heatmap,94.37020352962428,1,94.37020352962428,Heatmap,94.37020352962428,0.0,0.0,True,Dot plot,0.2246261638401527,0.0596565044877583,0.16496965935239438
ILPD__02,median,hard,ILPD,empirical,Box plot,99.46533869696742,1,99.22482458053196,Interval plot,99.52743545431946,0.003064230112607799,0.3026108737875006,False,Box plot,0.0078123133272851,0.0078123133272851,0.0
ILPD__02,median,soft,ILPD,empirical,Box plot,99.46533869696742,1,99.22918541123668,Interval plot,99.52743545431946,0.0030199397270491996,0.29825004308277414,False,Box plot,0.0077680229417265,0.0077680229417265,0.0
ILPD__02,spread,hard,ILPD,empirical,Box plot,97.54101988115056,1,97.99481460775536,Box plot,97.99481460775536,0.0,0.0,True,Box plot,0.0204621581281706,0.0204621581281706,0.0
ILPD__02,spread,soft,ILPD,empirical,Box plot,97.13716458416754,1,97.33509793430636,Box plot,97.33509793430636,0.0,0.0,True,Box plot,0.0273786344520067,0.0273786344520067,0.0
ILPD__03,five,hard,ILPD,empirical,Dot plot,97.30277914558854,1,98.84819675832571,Dot plot,98.84819675832571,0.0,0.0,True,Dot plot,0.011652243333182,0.011652243333182,0.0
ILPD__03,five,soft,ILPD,empirical,Violin plot,96.35186248391511,1,96.24050467919147,Dot plot,96.26645043518104,0.00028004864710289706,0.025945755989567942,False,Dot plot,0.0387834967212472,0.0390635453683501,-0.00028004864710289706
ILPD__03,median,hard,ILPD,empirical,Interval plot,99.4541450528653,1,99.43957373093428,Interval plot,99.43957373093428,0.0,0.0,True,Box plot,0.0076671691352923,0.0056358474603093,0.002031321674983
ILPD__03,median,soft,ILPD,empirical,Interval plot,99.4541450528653,1,99.43957373093428,Interval plot,99.43957373093428,0.0,0.0,True,Box plot,0.0076671691352923,0.0056358474603093,0.002031321674983
ILPD__03,spread,hard,ILPD,empirical,Interval plot,98.62762566672976,1,98.65259656862884,Dot plot,98.78446895873228,0.0013531834811118006,0.13187239010343887,False,Box plot,0.0196489579254651,0.0136580635303787,0.005990894395086398
ILPD__03,spread,soft,ILPD,empirical,Interval plot,98.62762566672984,2,98.65259656862888,Interval plot,98.65259656862888,0.0,0.0,True,Box plot,0.0136580635303787,0.0136580635303784,3.0010716134398763e-16
ILPD__04,five,hard,ILPD,empirical,Histogram,95.4280520477596,1,95.1171265038137,Dot plot,96.66409385254404,0.0168250840112215,1.5469673487303481,False,Dot plot,0.034510292441625,0.0513353764528465,-0.0168250840112215
ILPD__04,five,soft,ILPD,empirical,Histogram,92.84388254703164,1,93.15176748608478,Histogram,93.15176748608478,0.0,0.0,True,Dot plot,0.0997013042822876,0.073516935842771,0.026184368439516603
ILPD__04,median,hard,ILPD,empirical,Interval plot,99.290428068474,1,99.62265407888816,Interval plot,99.62265407888816,0.0,0.0,True,Box plot,0.0067591477387526,0.0037877521393179,0.0029713955994347
ILPD__04,median,soft,ILPD,empirical,Interval plot,99.290428068474,1,99.62265407888816,Interval plot,99.62265407888816,0.0,0.0,True,Box plot,0.0067591477387526,0.0037877521393179,0.0029713955994347
ILPD__04,spread,hard,ILPD,empirical,Box plot,97.86857891079478,1,99.03536978699674,Box plot,99.03536978699674,0.0,0.0,True,Box plot,0.0097402596171244,0.0097402596171244,0.0
ILPD__04,spread,soft,ILPD,empirical,Box plot,97.86857891079478,1,98.13215723262304,Box plot,98.13215723262304,0.0,0.0,True,Box plot,0.019033951968968,0.019033951968968,0.0
ILPD__05,five,hard,ILPD,empirical,Heatmap,88.73477004363743,1,88.73477004363743,Dot plot,90.63975021844632,0.02368524776404539,1.9049801748088981,False,Dot plot,0.1032687067097492,0.1269539544737946,-0.02368524776404539
ILPD__05,five,soft,ILPD,empirical,Histogram,89.27636223352032,1,88.65158882445128,Heatmap,88.73477004363743,0.001057413692668402,0.08318121918614452,False,Dot plot,0.1784038303021986,0.128011368166463,0.050392462135735616
ILPD__05,median,hard,ILPD,empirical,Interval plot,99.60568628083948,1,99.3477489898216,Interval plot,99.3477489898216,0.0,0.0,True,Box plot,0.0072384061254881,0.0065653325496607,0.0006730735758274002
ILPD__05,median,soft,ILPD,empirical,Interval plot,99.60568628083948,1,99.3477489898216,Interval plot,99.3477489898216,0.0,0.0,True,Box plot,0.0071497718222281,0.0065653325496607,0.0005844392725674
ILPD__05,spread,hard,ILPD,empirical,Box plot,96.52864095539135,1,97.34260855953517,Box plot,97.34260855953517,0.0,0.0,True,Box plot,0.0272993654042008,0.0272993654042008,0.0
ILPD__05,spread,soft,ILPD,empirical,Box plot,94.61436739513886,1,97.03147111214808,Box plot,97.03147111214808,0.0,0.0,True,Box plot,0.030593464716421,0.030593464716421,0.0
ILPD__06,five,hard,ILPD,empirical,Dot plot,97.16252708792402,1,97.51620393374787,Dot plot,97.51620393374787,0.0,0.0,True,Dot plot,0.0254705983832145,0.0254705983832145,0.0
ILPD__06,five,soft,ILPD,empirical,Dot plot,97.32927596168167,1,97.71456735898832,Dot plot,97.71456735898832,0.0,0.0,True,Dot plot,0.0233888631222747,0.0233888631222747,0.0
ILPD__06,median,hard,ILPD,empirical,Violin plot,99.68865049491733,1,99.72400530674814,Violin plot,99.72400530674814,0.0,0.0,True,Box plot,0.0090626622591428,0.0027675853211361,0.0062950769380067
ILPD__06,median,soft,ILPD,empirical,Violin plot,99.7470234207398,1,99.72131419213684,Violin plot,99.72131419213684,0.0,0.0,True,Box plot,0.0090626622591428,0.0027946463614208,0.006268015897722
ILPD__06,spread,hard,ILPD,empirical,Interval plot,98.63007556209853,1,97.94843846699912,Box plot,98.3493493066362,0.004161776859198402,0.40091083963707774,False,Box plot,0.0167835446294346,0.020945321488633,-0.004161776859198402
ILPD__06,spread,soft,ILPD,empirical,Box plot,98.63007556209853,2,97.94843846699912,Interval plot,97.94843846699916,4.0245584642661925e-16,4.263256414560601e-14,True,Box plot,0.020945321488633,0.020945321488633,0.0
ILPD__07,five,hard,ILPD,empirical,Dot plot,95.60088563790076,1,96.37859950286212,Dot plot,96.37859950286212,0.0,0.0,True,Dot plot,0.0375747366720175,0.0375747366720175,0.0
ILPD__07,five,soft,ILPD,empirical,Dot plot,93.40818079966084,1,94.81427793944962,Dot plot,94.81427793944962,0.0,0.0,True,Dot plot,0.0546934720513516,0.0546934720513516,0.0
